"HOOD_158","year","theft_count","neighbourhood_name","TSNS.DESIGNATION","population","low_income","income","housing_cost","unemployment","auto_theft_rate","s_theft","s_income","s_unemployment","s_low_income","s_housing"
"001",2014,315,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,94.5945945945946,0.377127246859553,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2015,271,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,81.3813813813814,0.324014066359205,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2016,318,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,95.4954954954955,0.380748600075486,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2017,321,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,96.3963963963964,0.384369953291419,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2018,497,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,149.249249249249,0.596822675292811,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2019,489,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,146.846846846847,0.587165733383657,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2020,397,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,119.219219219219,0.476110901428384,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2021,503,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,151.051051051051,0.604065381724677,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2022,782,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,234.834834834835,0.94085123080643,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2023,831,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,249.54954954955,1,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2024,665,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,199.6996996997,0.79961845538505,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"001",2025,485,"West Humber-Clairville","Not an NIA or Emerging Neighbourhood",33300,8.7,92000,2775,14.3,145.645645645646,0.58233726242908,0.211165048543689,0.5,0.178137651821862,0.317542561065877
"002",2014,61,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,19.4608390492902,0.0751119341908526,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2015,58,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,18.5037486042431,0.0712647157480207,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2016,47,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,14.9944169724039,0.0571582481243041,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2017,51,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,16.2705375658,0.0622878727147465,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2018,76,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,24.2462912745254,0.0943480264050117,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2019,91,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,29.0317434997607,0.113584118619171,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2020,84,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,26.7985324613176,0.104607275585896,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2021,74,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,23.6082309778274,0.0917832141097904,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2022,121,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,38.6026479502313,0.152056303047489,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2023,152,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,48.4925825490509,0.191810893623418,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2024,84,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,26.7985324613176,0.104607275585896,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"002",2025,94,"Mount Olive-Silverstone-Jamestown","Neighbourhood Improvement Area",31345,15.6,76500,3005,17.7,29.9888339448078,0.117431337062003,0.117111650485437,0.75,0.45748987854251,0.35159141376758
"003",2014,10,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,10.1522842639594,0.0376943172544781,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2015,16,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,16.243654822335,0.0621798120952017,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2016,16,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,16.243654822335,0.0621798120952017,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2017,23,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,23.3502538071066,0.0907462227427124,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2018,44,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,44.6700507614213,0.176445454685245,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2019,51,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,51.7766497461929,0.205011865332755,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2020,43,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,43.6548223350254,0.172364538878457,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2021,43,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,43.6548223350254,0.172364538878457,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2022,57,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,57.8680203045685,0.229497360173479,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2023,52,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,52.7918781725888,0.209092781139543,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2024,36,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,36.5482233502538,0.143798128230947,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"003",2025,35,"Thistletown-Beaumond Heights","Neighbourhood Improvement Area",9850,11.8,86000,855,16.6,35.5329949238579,0.139717212424159,0.174757281553398,0.669117647058824,0.303643724696356,0.0333086602516654
"004",2014,13,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,12.5301204819277,0.0472525104212184,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
"004",2015,12,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,11.566265060241,0.0433780987877867,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
"004",2016,22,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,21.2048192771084,0.0821222151221042,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
"004",2017,25,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,24.0963855421687,0.0937454500223994,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
"004",2018,58,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,55.9036144578313,0.221601033925647,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
"004",2019,53,"Rexdale-Kipling","Not an NIA or Emerging Neighbourhood",10375,13.5,77000,1035,13.9,51.0843373493976,0.202228975758489,0.120145631067961,0.470588235294118,0.37246963562753,0.0599555884529978
