"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name","TSNS.DESIGNATION","population","crime_rate"
"007",2024,"Theft Over",10,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,4.45533526397861
"007",2025,"Assault",84,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,37.4248162174204
"007",2025,"Auto Theft",82,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,36.5337491646246
"007",2025,"Break and Enter",31,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,13.8115393183337
"007",2025,"Robbery",12,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,5.34640231677434
"007",2025,"Theft Over",19,"Willowridge-Martingrove-Richview","Not an NIA or Emerging Neighbourhood",22445,8.46513700155937
"008",2020,"Assault",28,"Humber Heights-Westmount","Emerging Neighbourhood",10005,27.9860069965018
"008",2020,"Auto Theft",24,"Humber Heights-Westmount","Emerging Neighbourhood",10005,23.9880059970015
"008",2020,"Break and Enter",9,"Humber Heights-Westmount","Emerging Neighbourhood",10005,8.99550224887556
"008",2020,"Robbery",2,"Humber Heights-Westmount","Emerging Neighbourhood",10005,1.99900049975012
"008",2020,"Theft Over",1,"Humber Heights-Westmount","Emerging Neighbourhood",10005,0.999500249875062
"008",2021,"Assault",33,"Humber Heights-Westmount","Emerging Neighbourhood",10005,32.9835082458771
"008",2021,"Auto Theft",22,"Humber Heights-Westmount","Emerging Neighbourhood",10005,21.9890054972514
"008",2021,"Break and Enter",16,"Humber Heights-Westmount","Emerging Neighbourhood",10005,15.992003998001
"008",2021,"Robbery",1,"Humber Heights-Westmount","Emerging Neighbourhood",10005,0.999500249875062
"008",2021,"Theft Over",5,"Humber Heights-Westmount","Emerging Neighbourhood",10005,4.99750124937531
"008",2022,"Assault",32,"Humber Heights-Westmount","Emerging Neighbourhood",10005,31.984007996002
"008",2022,"Auto Theft",28,"Humber Heights-Westmount","Emerging Neighbourhood",10005,27.9860069965018
