"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name"
"035",2022,"Robbery",14,"Westminster-Branson"
"035",2022,"Theft Over",10,"Westminster-Branson"
"035",2023,"Assault",121,"Westminster-Branson"
"035",2023,"Auto Theft",86,"Westminster-Branson"
"035",2023,"Break and Enter",27,"Westminster-Branson"
"035",2023,"Robbery",4,"Westminster-Branson"
"035",2023,"Theft Over",8,"Westminster-Branson"
"035",2024,"Assault",136,"Westminster-Branson"
"035",2024,"Auto Theft",62,"Westminster-Branson"
"035",2024,"Break and Enter",18,"Westminster-Branson"
"035",2024,"Robbery",10,"Westminster-Branson"
"035",2024,"Theft Over",12,"Westminster-Branson"
"035",2025,"Assault",131,"Westminster-Branson"
"035",2025,"Auto Theft",53,"Westminster-Branson"
"035",2025,"Break and Enter",17,"Westminster-Branson"
"035",2025,"Robbery",9,"Westminster-Branson"
"035",2025,"Theft Over",7,"Westminster-Branson"
"036",2020,"Assault",166,"Newtonbrook West"
"036",2020,"Auto Theft",62,"Newtonbrook West"
"036",2020,"Break and Enter",31,"Newtonbrook West"
"036",2020,"Robbery",23,"Newtonbrook West"
"036",2020,"Theft Over",8,"Newtonbrook West"
"036",2021,"Assault",199,"Newtonbrook West"
"036",2021,"Auto Theft",97,"Newtonbrook West"
"036",2021,"Break and Enter",35,"Newtonbrook West"
"036",2021,"Robbery",17,"Newtonbrook West"
"036",2021,"Theft Over",10,"Newtonbrook West"
"036",2022,"Assault",228,"Newtonbrook West"
"036",2022,"Auto Theft",172,"Newtonbrook West"
"036",2022,"Break and Enter",36,"Newtonbrook West"
"036",2022,"Robbery",30,"Newtonbrook West"
"036",2022,"Theft Over",12,"Newtonbrook West"
"036",2023,"Assault",203,"Newtonbrook West"
"036",2023,"Auto Theft",219,"Newtonbrook West"
"036",2023,"Break and Enter",53,"Newtonbrook West"
"036",2023,"Robbery",30,"Newtonbrook West"
"036",2023,"Theft Over",15,"Newtonbrook West"
"036",2024,"Assault",231,"Newtonbrook West"
"036",2024,"Auto Theft",116,"Newtonbrook West"
"036",2024,"Break and Enter",31,"Newtonbrook West"
"036",2024,"Robbery",46,"Newtonbrook West"
"036",2024,"Theft Over",19,"Newtonbrook West"
"036",2025,"Assault",167,"Newtonbrook West"
"036",2025,"Auto Theft",116,"Newtonbrook West"
"036",2025,"Break and Enter",51,"Newtonbrook West"
"036",2025,"Robbery",25,"Newtonbrook West"
"036",2025,"Theft Over",20,"Newtonbrook West"
"037",2020,"Assault",86,"Willowdale West"
"037",2020,"Auto Theft",44,"Willowdale West"
"037",2020,"Break and Enter",24,"Willowdale West"
"037",2020,"Robbery",25,"Willowdale West"
"037",2020,"Theft Over",8,"Willowdale West"
"037",2021,"Assault",80,"Willowdale West"
"037",2021,"Auto Theft",34,"Willowdale West"
"037",2021,"Break and Enter",15,"Willowdale West"
"037",2021,"Robbery",28,"Willowdale West"
"037",2021,"Theft Over",9,"Willowdale West"
"037",2022,"Assault",112,"Willowdale West"
"037",2022,"Auto Theft",45,"Willowdale West"
"037",2022,"Break and Enter",30,"Willowdale West"
"037",2022,"Robbery",24,"Willowdale West"
"037",2022,"Theft Over",9,"Willowdale West"
"037",2023,"Assault",115,"Willowdale West"
"037",2023,"Auto Theft",64,"Willowdale West"
"037",2023,"Break and Enter",40,"Willowdale West"
"037",2023,"Robbery",17,"Willowdale West"
"037",2023,"Theft Over",11,"Willowdale West"
"037",2024,"Assault",107,"Willowdale West"
"037",2024,"Auto Theft",29,"Willowdale West"
"037",2024,"Break and Enter",22,"Willowdale West"
"037",2024,"Robbery",19,"Willowdale West"
"037",2024,"Theft Over",10,"Willowdale West"
"037",2025,"Assault",112,"Willowdale West"
"037",2025,"Auto Theft",19,"Willowdale West"
"037",2025,"Break and Enter",22,"Willowdale West"
"037",2025,"Robbery",11,"Willowdale West"
"037",2025,"Theft Over",8,"Willowdale West"
"038",2020,"Assault",97,"Lansing-Westgate"
"038",2020,"Auto Theft",51,"Lansing-Westgate"
"038",2020,"Break and Enter",39,"Lansing-Westgate"
"038",2020,"Robbery",11,"Lansing-Westgate"
"038",2020,"Theft Over",7,"Lansing-Westgate"
"038",2021,"Assault",88,"Lansing-Westgate"
"038",2021,"Auto Theft",63,"Lansing-Westgate"
"038",2021,"Break and Enter",16,"Lansing-Westgate"
"038",2021,"Robbery",12,"Lansing-Westgate"
"038",2021,"Theft Over",5,"Lansing-Westgate"
"038",2022,"Assault",71,"Lansing-Westgate"
"038",2022,"Auto Theft",69,"Lansing-Westgate"
"038",2022,"Break and Enter",38,"Lansing-Westgate"
"038",2022,"Robbery",14,"Lansing-Westgate"
"038",2022,"Theft Over",11,"Lansing-Westgate"
"038",2023,"Assault",90,"Lansing-Westgate"
"038",2023,"Auto Theft",126,"Lansing-Westgate"
"038",2023,"Break and Enter",54,"Lansing-Westgate"
"038",2023,"Robbery",25,"Lansing-Westgate"
"038",2023,"Theft Over",8,"Lansing-Westgate"
"038",2024,"Assault",100,"Lansing-Westgate"
"038",2024,"Auto Theft",47,"Lansing-Westgate"
"038",2024,"Break and Enter",26,"Lansing-Westgate"
"038",2024,"Robbery",23,"Lansing-Westgate"
"038",2024,"Theft Over",11,"Lansing-Westgate"
"038",2025,"Assault",97,"Lansing-Westgate"
"038",2025,"Auto Theft",41,"Lansing-Westgate"
"038",2025,"Break and Enter",18,"Lansing-Westgate"
"038",2025,"Robbery",9,"Lansing-Westgate"
"038",2025,"Theft Over",7,"Lansing-Westgate"
"039",2020,"Assault",52,"Bedford Park-Nortown"
"039",2020,"Auto Theft",80,"Bedford Park-Nortown"
"039",2020,"Break and Enter",63,"Bedford Park-Nortown"
"039",2020,"Robbery",18,"Bedford Park-Nortown"
"039",2020,"Theft Over",10,"Bedford Park-Nortown"
"039",2021,"Assault",40,"Bedford Park-Nortown"
"039",2021,"Auto Theft",105,"Bedford Park-Nortown"
"039",2021,"Break and Enter",30,"Bedford Park-Nortown"
"039",2021,"Robbery",10,"Bedford Park-Nortown"
"039",2021,"Theft Over",4,"Bedford Park-Nortown"
"039",2022,"Assault",44,"Bedford Park-Nortown"
"039",2022,"Auto Theft",172,"Bedford Park-Nortown"
"039",2022,"Break and Enter",66,"Bedford Park-Nortown"
"039",2022,"Robbery",12,"Bedford Park-Nortown"
"039",2022,"Theft Over",8,"Bedford Park-Nortown"
"039",2023,"Assault",55,"Bedford Park-Nortown"
"039",2023,"Auto Theft",235,"Bedford Park-Nortown"
"039",2023,"Break and Enter",124,"Bedford Park-Nortown"
"039",2023,"Robbery",12,"Bedford Park-Nortown"
"039",2023,"Theft Over",12,"Bedford Park-Nortown"
"039",2024,"Assault",67,"Bedford Park-Nortown"
"039",2024,"Auto Theft",103,"Bedford Park-Nortown"
"039",2024,"Break and Enter",96,"Bedford Park-Nortown"
"039",2024,"Robbery",42,"Bedford Park-Nortown"
"039",2024,"Theft Over",10,"Bedford Park-Nortown"
"039",2025,"Assault",56,"Bedford Park-Nortown"
"039",2025,"Auto Theft",37,"Bedford Park-Nortown"
"039",2025,"Break and Enter",62,"Bedford Park-Nortown"
"039",2025,"Robbery",15,"Bedford Park-Nortown"
"039",2025,"Theft Over",14,"Bedford Park-Nortown"
"040",2020,"Assault",51,"St.Andrew-Windfields"
"040",2020,"Auto Theft",35,"St.Andrew-Windfields"
"040",2020,"Break and Enter",50,"St.Andrew-Windfields"
"040",2020,"Robbery",11,"St.Andrew-Windfields"
"040",2020,"Theft Over",3,"St.Andrew-Windfields"
"040",2021,"Assault",51,"St.Andrew-Windfields"
"040",2021,"Auto Theft",63,"St.Andrew-Windfields"
"040",2021,"Break and Enter",33,"St.Andrew-Windfields"
"040",2021,"Robbery",2,"St.Andrew-Windfields"
"040",2021,"Theft Over",8,"St.Andrew-Windfields"
"040",2022,"Assault",59,"St.Andrew-Windfields"
"040",2022,"Auto Theft",90,"St.Andrew-Windfields"
"040",2022,"Break and Enter",53,"St.Andrew-Windfields"
"040",2022,"Robbery",9,"St.Andrew-Windfields"
"040",2022,"Theft Over",12,"St.Andrew-Windfields"
"040",2023,"Assault",58,"St.Andrew-Windfields"
"040",2023,"Auto Theft",137,"St.Andrew-Windfields"
"040",2023,"Break and Enter",92,"St.Andrew-Windfields"
"040",2023,"Robbery",14,"St.Andrew-Windfields"
"040",2023,"Theft Over",12,"St.Andrew-Windfields"
"040",2024,"Assault",94,"St.Andrew-Windfields"
"040",2024,"Auto Theft",86,"St.Andrew-Windfields"
"040",2024,"Break and Enter",99,"St.Andrew-Windfields"
"040",2024,"Robbery",24,"St.Andrew-Windfields"
"040",2024,"Theft Over",16,"St.Andrew-Windfields"
"040",2025,"Assault",107,"St.Andrew-Windfields"
"040",2025,"Auto Theft",38,"St.Andrew-Windfields"
"040",2025,"Break and Enter",70,"St.Andrew-Windfields"
"040",2025,"Robbery",20,"St.Andrew-Windfields"
"040",2025,"Theft Over",6,"St.Andrew-Windfields"
"041",2020,"Assault",47,"Bridle Path-Sunnybrook-York Mills"
"041",2020,"Auto Theft",15,"Bridle Path-Sunnybrook-York Mills"
"041",2020,"Break and Enter",31,"Bridle Path-Sunnybrook-York Mills"
"041",2020,"Robbery",6,"Bridle Path-Sunnybrook-York Mills"
"041",2020,"Theft Over",4,"Bridle Path-Sunnybrook-York Mills"
"041",2021,"Assault",45,"Bridle Path-Sunnybrook-York Mills"
"041",2021,"Auto Theft",38,"Bridle Path-Sunnybrook-York Mills"
"041",2021,"Break and Enter",18,"Bridle Path-Sunnybrook-York Mills"
"041",2021,"Robbery",5,"Bridle Path-Sunnybrook-York Mills"
"041",2021,"Theft Over",2,"Bridle Path-Sunnybrook-York Mills"
"041",2022,"Assault",32,"Bridle Path-Sunnybrook-York Mills"
"041",2022,"Auto Theft",60,"Bridle Path-Sunnybrook-York Mills"
"041",2022,"Break and Enter",47,"Bridle Path-Sunnybrook-York Mills"
"041",2022,"Robbery",3,"Bridle Path-Sunnybrook-York Mills"
"041",2022,"Theft Over",5,"Bridle Path-Sunnybrook-York Mills"
"041",2023,"Assault",48,"Bridle Path-Sunnybrook-York Mills"
"041",2023,"Auto Theft",81,"Bridle Path-Sunnybrook-York Mills"
"041",2023,"Break and Enter",95,"Bridle Path-Sunnybrook-York Mills"
"041",2023,"Robbery",3,"Bridle Path-Sunnybrook-York Mills"
"041",2023,"Theft Over",8,"Bridle Path-Sunnybrook-York Mills"
"041",2024,"Assault",37,"Bridle Path-Sunnybrook-York Mills"
"041",2024,"Auto Theft",36,"Bridle Path-Sunnybrook-York Mills"
"041",2024,"Break and Enter",71,"Bridle Path-Sunnybrook-York Mills"
"041",2024,"Robbery",12,"Bridle Path-Sunnybrook-York Mills"
"041",2024,"Theft Over",9,"Bridle Path-Sunnybrook-York Mills"
"041",2025,"Assault",24,"Bridle Path-Sunnybrook-York Mills"
"041",2025,"Auto Theft",23,"Bridle Path-Sunnybrook-York Mills"
"041",2025,"Break and Enter",47,"Bridle Path-Sunnybrook-York Mills"
"041",2025,"Robbery",6,"Bridle Path-Sunnybrook-York Mills"
"041",2025,"Theft Over",3,"Bridle Path-Sunnybrook-York Mills"
"042",2020,"Assault",79,"Banbury-Don Mills"
"042",2020,"Auto Theft",49,"Banbury-Don Mills"
"042",2020,"Break and Enter",41,"Banbury-Don Mills"
"042",2020,"Robbery",7,"Banbury-Don Mills"
"042",2020,"Theft Over",7,"Banbury-Don Mills"
"042",2021,"Assault",89,"Banbury-Don Mills"
"042",2021,"Auto Theft",37,"Banbury-Don Mills"
"042",2021,"Break and Enter",23,"Banbury-Don Mills"
"042",2021,"Robbery",3,"Banbury-Don Mills"
"042",2021,"Theft Over",7,"Banbury-Don Mills"
"042",2022,"Assault",115,"Banbury-Don Mills"
"042",2022,"Auto Theft",56,"Banbury-Don Mills"
"042",2022,"Break and Enter",49,"Banbury-Don Mills"
"042",2022,"Robbery",20,"Banbury-Don Mills"
"042",2022,"Theft Over",11,"Banbury-Don Mills"
"042",2023,"Assault",123,"Banbury-Don Mills"
"042",2023,"Auto Theft",156,"Banbury-Don Mills"
"042",2023,"Break and Enter",100,"Banbury-Don Mills"
"042",2023,"Robbery",24,"Banbury-Don Mills"
"042",2023,"Theft Over",14,"Banbury-Don Mills"
"042",2024,"Assault",135,"Banbury-Don Mills"
"042",2024,"Auto Theft",101,"Banbury-Don Mills"
"042",2024,"Break and Enter",85,"Banbury-Don Mills"
"042",2024,"Robbery",20,"Banbury-Don Mills"
"042",2024,"Theft Over",19,"Banbury-Don Mills"
"042",2025,"Assault",120,"Banbury-Don Mills"
"042",2025,"Auto Theft",71,"Banbury-Don Mills"
"042",2025,"Break and Enter",78,"Banbury-Don Mills"
"042",2025,"Robbery",33,"Banbury-Don Mills"
"042",2025,"Theft Over",18,"Banbury-Don Mills"
"043",2020,"Assault",112,"Victoria Village"
"043",2020,"Auto Theft",16,"Victoria Village"
"043",2020,"Break and Enter",32,"Victoria Village"
"043",2020,"Robbery",11,"Victoria Village"
"043",2020,"Theft Over",4,"Victoria Village"
"043",2021,"Assault",94,"Victoria Village"
"043",2021,"Auto Theft",39,"Victoria Village"
"043",2021,"Break and Enter",22,"Victoria Village"
"043",2021,"Robbery",8,"Victoria Village"
"043",2021,"Theft Over",5,"Victoria Village"
"043",2022,"Assault",126,"Victoria Village"
"043",2022,"Auto Theft",36,"Victoria Village"
"043",2022,"Break and Enter",38,"Victoria Village"
"043",2022,"Robbery",10,"Victoria Village"
"043",2022,"Theft Over",4,"Victoria Village"
"043",2023,"Assault",131,"Victoria Village"
"043",2023,"Auto Theft",57,"Victoria Village"
"043",2023,"Break and Enter",26,"Victoria Village"
"043",2023,"Robbery",16,"Victoria Village"
"043",2023,"Theft Over",8,"Victoria Village"
"043",2024,"Assault",118,"Victoria Village"
"043",2024,"Auto Theft",84,"Victoria Village"
"043",2024,"Break and Enter",26,"Victoria Village"
"043",2024,"Robbery",8,"Victoria Village"
"043",2024,"Theft Over",13,"Victoria Village"
"043",2025,"Assault",100,"Victoria Village"
"043",2025,"Auto Theft",56,"Victoria Village"
"043",2025,"Break and Enter",41,"Victoria Village"
"043",2025,"Robbery",4,"Victoria Village"
"043",2025,"Theft Over",6,"Victoria Village"
"044",2020,"Assault",132,"Flemingdon Park"
"044",2020,"Auto Theft",19,"Flemingdon Park"
"044",2020,"Break and Enter",13,"Flemingdon Park"
"044",2020,"Robbery",5,"Flemingdon Park"
"044",2020,"Theft Over",3,"Flemingdon Park"
"044",2021,"Assault",150,"Flemingdon Park"
"044",2021,"Auto Theft",19,"Flemingdon Park"
"044",2021,"Break and Enter",9,"Flemingdon Park"
"044",2021,"Robbery",4,"Flemingdon Park"
"044",2021,"Theft Over",2,"Flemingdon Park"
"044",2022,"Assault",139,"Flemingdon Park"
"044",2022,"Auto Theft",21,"Flemingdon Park"
"044",2022,"Break and Enter",22,"Flemingdon Park"
"044",2022,"Robbery",13,"Flemingdon Park"
"044",2022,"Theft Over",1,"Flemingdon Park"
"044",2023,"Assault",161,"Flemingdon Park"
"044",2023,"Auto Theft",39,"Flemingdon Park"
"044",2023,"Break and Enter",25,"Flemingdon Park"
"044",2023,"Robbery",12,"Flemingdon Park"
"044",2023,"Theft Over",5,"Flemingdon Park"
"044",2024,"Assault",148,"Flemingdon Park"
"044",2024,"Auto Theft",52,"Flemingdon Park"
"044",2024,"Break and Enter",18,"Flemingdon Park"
"044",2024,"Robbery",6,"Flemingdon Park"
"044",2024,"Theft Over",10,"Flemingdon Park"
"044",2025,"Assault",140,"Flemingdon Park"
"044",2025,"Auto Theft",62,"Flemingdon Park"
"044",2025,"Break and Enter",16,"Flemingdon Park"
"044",2025,"Robbery",10,"Flemingdon Park"
"044",2025,"Theft Over",7,"Flemingdon Park"
"046",2020,"Assault",43,"Pleasant View"
"046",2020,"Auto Theft",29,"Pleasant View"
"046",2020,"Break and Enter",19,"Pleasant View"
"046",2020,"Robbery",10,"Pleasant View"
"046",2020,"Theft Over",7,"Pleasant View"
"046",2021,"Assault",27,"Pleasant View"
"046",2021,"Auto Theft",13,"Pleasant View"
"046",2021,"Break and Enter",17,"Pleasant View"
"046",2021,"Robbery",9,"Pleasant View"
"046",2021,"Theft Over",5,"Pleasant View"
"046",2022,"Assault",33,"Pleasant View"
"046",2022,"Auto Theft",28,"Pleasant View"
"046",2022,"Break and Enter",15,"Pleasant View"
"046",2022,"Robbery",11,"Pleasant View"
"046",2022,"Theft Over",4,"Pleasant View"
"046",2023,"Assault",49,"Pleasant View"
"046",2023,"Auto Theft",45,"Pleasant View"
"046",2023,"Break and Enter",17,"Pleasant View"
"046",2023,"Robbery",14,"Pleasant View"
"046",2023,"Theft Over",4,"Pleasant View"
"046",2024,"Assault",51,"Pleasant View"
"046",2024,"Auto Theft",39,"Pleasant View"
"046",2024,"Break and Enter",13,"Pleasant View"
"046",2024,"Robbery",9,"Pleasant View"
"046",2024,"Theft Over",2,"Pleasant View"
"046",2025,"Assault",57,"Pleasant View"
"046",2025,"Auto Theft",21,"Pleasant View"
"046",2025,"Break and Enter",15,"Pleasant View"
"046",2025,"Robbery",8,"Pleasant View"
"046",2025,"Theft Over",10,"Pleasant View"
"047",2020,"Assault",100,"Don Valley Village"
"047",2020,"Auto Theft",37,"Don Valley Village"
"047",2020,"Break and Enter",29,"Don Valley Village"
"047",2020,"Robbery",23,"Don Valley Village"
"047",2020,"Theft Over",7,"Don Valley Village"
"047",2021,"Assault",135,"Don Valley Village"
"047",2021,"Auto Theft",36,"Don Valley Village"
"047",2021,"Break and Enter",30,"Don Valley Village"
"047",2021,"Robbery",17,"Don Valley Village"
"047",2021,"Theft Over",12,"Don Valley Village"
"047",2022,"Assault",115,"Don Valley Village"
"047",2022,"Auto Theft",70,"Don Valley Village"
"047",2022,"Break and Enter",31,"Don Valley Village"
"047",2022,"Robbery",29,"Don Valley Village"
"047",2022,"Theft Over",9,"Don Valley Village"
"047",2023,"Assault",164,"Don Valley Village"
"047",2023,"Auto Theft",165,"Don Valley Village"
"047",2023,"Break and Enter",46,"Don Valley Village"
"047",2023,"Robbery",28,"Don Valley Village"
"047",2023,"Theft Over",15,"Don Valley Village"
"047",2024,"Assault",169,"Don Valley Village"
"047",2024,"Auto Theft",141,"Don Valley Village"
"047",2024,"Break and Enter",49,"Don Valley Village"
"047",2024,"Robbery",38,"Don Valley Village"
"047",2024,"Theft Over",19,"Don Valley Village"
"047",2025,"Assault",159,"Don Valley Village"
"047",2025,"Auto Theft",64,"Don Valley Village"
"047",2025,"Break and Enter",28,"Don Valley Village"
"047",2025,"Robbery",32,"Don Valley Village"
"047",2025,"Theft Over",13,"Don Valley Village"
"048",2020,"Assault",56,"Hillcrest Village"
"048",2020,"Auto Theft",24,"Hillcrest Village"
"048",2020,"Break and Enter",18,"Hillcrest Village"
"048",2020,"Robbery",14,"Hillcrest Village"
"048",2020,"Theft Over",8,"Hillcrest Village"
"048",2021,"Assault",42,"Hillcrest Village"
"048",2021,"Auto Theft",42,"Hillcrest Village"
"048",2021,"Break and Enter",22,"Hillcrest Village"
"048",2021,"Robbery",10,"Hillcrest Village"
"048",2021,"Theft Over",5,"Hillcrest Village"
"048",2022,"Assault",44,"Hillcrest Village"
"048",2022,"Auto Theft",15,"Hillcrest Village"
"048",2022,"Break and Enter",29,"Hillcrest Village"
"048",2022,"Robbery",32,"Hillcrest Village"
"048",2022,"Theft Over",4,"Hillcrest Village"
"048",2023,"Assault",72,"Hillcrest Village"
"048",2023,"Auto Theft",72,"Hillcrest Village"
"048",2023,"Break and Enter",40,"Hillcrest Village"
"048",2023,"Robbery",13,"Hillcrest Village"
"048",2023,"Theft Over",8,"Hillcrest Village"
"048",2024,"Assault",58,"Hillcrest Village"
"048",2024,"Auto Theft",54,"Hillcrest Village"
"048",2024,"Break and Enter",36,"Hillcrest Village"
"048",2024,"Robbery",28,"Hillcrest Village"
"048",2024,"Theft Over",6,"Hillcrest Village"
"048",2025,"Assault",80,"Hillcrest Village"
"048",2025,"Auto Theft",21,"Hillcrest Village"
"048",2025,"Break and Enter",36,"Hillcrest Village"
"048",2025,"Robbery",30,"Hillcrest Village"
"048",2025,"Theft Over",14,"Hillcrest Village"
"049",2020,"Assault",34,"Bayview Woods-Steeles"
"049",2020,"Auto Theft",16,"Bayview Woods-Steeles"
"049",2020,"Break and Enter",33,"Bayview Woods-Steeles"
"049",2020,"Robbery",2,"Bayview Woods-Steeles"
"049",2020,"Theft Over",2,"Bayview Woods-Steeles"
"049",2021,"Assault",25,"Bayview Woods-Steeles"
"049",2021,"Auto Theft",27,"Bayview Woods-Steeles"
"049",2021,"Break and Enter",11,"Bayview Woods-Steeles"
"049",2021,"Robbery",2,"Bayview Woods-Steeles"
"049",2021,"Theft Over",2,"Bayview Woods-Steeles"
"049",2022,"Assault",36,"Bayview Woods-Steeles"
"049",2022,"Auto Theft",14,"Bayview Woods-Steeles"
"049",2022,"Break and Enter",9,"Bayview Woods-Steeles"
"049",2022,"Robbery",2,"Bayview Woods-Steeles"
"049",2022,"Theft Over",3,"Bayview Woods-Steeles"
"049",2023,"Assault",64,"Bayview Woods-Steeles"
"049",2023,"Auto Theft",37,"Bayview Woods-Steeles"
"049",2023,"Break and Enter",28,"Bayview Woods-Steeles"
"049",2023,"Robbery",7,"Bayview Woods-Steeles"
"049",2023,"Theft Over",1,"Bayview Woods-Steeles"
"049",2024,"Assault",39,"Bayview Woods-Steeles"
"049",2024,"Auto Theft",23,"Bayview Woods-Steeles"
"049",2024,"Break and Enter",52,"Bayview Woods-Steeles"
"049",2024,"Robbery",4,"Bayview Woods-Steeles"
"049",2024,"Theft Over",7,"Bayview Woods-Steeles"
"049",2025,"Assault",40,"Bayview Woods-Steeles"
"049",2025,"Auto Theft",20,"Bayview Woods-Steeles"
"049",2025,"Break and Enter",31,"Bayview Woods-Steeles"
"049",2025,"Robbery",8,"Bayview Woods-Steeles"
"049",2025,"Theft Over",4,"Bayview Woods-Steeles"
"050",2020,"Assault",66,"Newtonbrook East"
"050",2020,"Auto Theft",44,"Newtonbrook East"
"050",2020,"Break and Enter",40,"Newtonbrook East"
"050",2020,"Robbery",15,"Newtonbrook East"
"050",2020,"Theft Over",11,"Newtonbrook East"
"050",2021,"Assault",91,"Newtonbrook East"
"050",2021,"Auto Theft",47,"Newtonbrook East"
"050",2021,"Break and Enter",25,"Newtonbrook East"
"050",2021,"Robbery",14,"Newtonbrook East"
"050",2021,"Theft Over",8,"Newtonbrook East"
"050",2022,"Assault",86,"Newtonbrook East"
"050",2022,"Auto Theft",63,"Newtonbrook East"
"050",2022,"Break and Enter",40,"Newtonbrook East"
"050",2022,"Robbery",10,"Newtonbrook East"
"050",2022,"Theft Over",10,"Newtonbrook East"
"050",2023,"Assault",86,"Newtonbrook East"
"050",2023,"Auto Theft",84,"Newtonbrook East"
"050",2023,"Break and Enter",34,"Newtonbrook East"
"050",2023,"Robbery",21,"Newtonbrook East"
"050",2023,"Theft Over",15,"Newtonbrook East"
"050",2024,"Assault",113,"Newtonbrook East"
"050",2024,"Auto Theft",61,"Newtonbrook East"
"050",2024,"Break and Enter",35,"Newtonbrook East"
"050",2024,"Robbery",26,"Newtonbrook East"
"050",2024,"Theft Over",12,"Newtonbrook East"
"050",2025,"Assault",87,"Newtonbrook East"
"050",2025,"Auto Theft",46,"Newtonbrook East"
"050",2025,"Break and Enter",31,"Newtonbrook East"
"050",2025,"Robbery",11,"Newtonbrook East"
"050",2025,"Theft Over",9,"Newtonbrook East"
"052",2020,"Assault",65,"Bayview Village"
"052",2020,"Auto Theft",39,"Bayview Village"
"052",2020,"Break and Enter",29,"Bayview Village"
"052",2020,"Robbery",18,"Bayview Village"
"052",2020,"Theft Over",13,"Bayview Village"
"052",2021,"Assault",70,"Bayview Village"
"052",2021,"Auto Theft",46,"Bayview Village"
"052",2021,"Break and Enter",29,"Bayview Village"
"052",2021,"Robbery",4,"Bayview Village"
"052",2021,"Theft Over",9,"Bayview Village"
"052",2022,"Assault",123,"Bayview Village"
"052",2022,"Auto Theft",61,"Bayview Village"
"052",2022,"Break and Enter",30,"Bayview Village"
"052",2022,"Robbery",10,"Bayview Village"
"052",2022,"Theft Over",7,"Bayview Village"
"052",2023,"Assault",142,"Bayview Village"
"052",2023,"Auto Theft",101,"Bayview Village"
"052",2023,"Break and Enter",67,"Bayview Village"
"052",2023,"Robbery",9,"Bayview Village"
"052",2023,"Theft Over",17,"Bayview Village"
"052",2024,"Assault",119,"Bayview Village"
"052",2024,"Auto Theft",81,"Bayview Village"
"052",2024,"Break and Enter",62,"Bayview Village"
"052",2024,"Robbery",32,"Bayview Village"
"052",2024,"Theft Over",13,"Bayview Village"
"052",2025,"Assault",111,"Bayview Village"
"052",2025,"Auto Theft",39,"Bayview Village"
"052",2025,"Break and Enter",51,"Bayview Village"
"052",2025,"Robbery",17,"Bayview Village"
"052",2025,"Theft Over",14,"Bayview Village"
"053",2020,"Assault",82,"Henry Farm"
"053",2020,"Auto Theft",23,"Henry Farm"
"053",2020,"Break and Enter",33,"Henry Farm"
"053",2020,"Robbery",6,"Henry Farm"
"053",2020,"Theft Over",6,"Henry Farm"
"053",2021,"Assault",92,"Henry Farm"
"053",2021,"Auto Theft",35,"Henry Farm"
"053",2021,"Break and Enter",24,"Henry Farm"
"053",2021,"Robbery",7,"Henry Farm"
"053",2021,"Theft Over",5,"Henry Farm"
"053",2022,"Assault",98,"Henry Farm"
"053",2022,"Auto Theft",34,"Henry Farm"
"053",2022,"Break and Enter",36,"Henry Farm"
"053",2022,"Robbery",10,"Henry Farm"
"053",2022,"Theft Over",10,"Henry Farm"
"053",2023,"Assault",102,"Henry Farm"
"053",2023,"Auto Theft",69,"Henry Farm"
"053",2023,"Break and Enter",26,"Henry Farm"
"053",2023,"Robbery",13,"Henry Farm"
"053",2023,"Theft Over",11,"Henry Farm"
"053",2024,"Assault",107,"Henry Farm"
"053",2024,"Auto Theft",44,"Henry Farm"
"053",2024,"Break and Enter",18,"Henry Farm"
"053",2024,"Robbery",3,"Henry Farm"
"053",2024,"Theft Over",10,"Henry Farm"
"053",2025,"Assault",64,"Henry Farm"
"053",2025,"Auto Theft",49,"Henry Farm"
"053",2025,"Break and Enter",14,"Henry Farm"
"053",2025,"Robbery",13,"Henry Farm"
"053",2025,"Theft Over",5,"Henry Farm"
"054",2020,"Assault",115,"O`Connor Parkview"
"054",2020,"Auto Theft",24,"O`Connor Parkview"
"054",2020,"Break and Enter",25,"O`Connor Parkview"
"054",2020,"Robbery",18,"O`Connor Parkview"
"054",2020,"Theft Over",11,"O`Connor Parkview"
"054",2021,"Assault",118,"O`Connor Parkview"
"054",2021,"Auto Theft",43,"O`Connor Parkview"
"054",2021,"Break and Enter",40,"O`Connor Parkview"
"054",2021,"Robbery",12,"O`Connor Parkview"
"054",2021,"Theft Over",1,"O`Connor Parkview"
"054",2022,"Assault",155,"O`Connor Parkview"
"054",2022,"Auto Theft",43,"O`Connor Parkview"
"054",2022,"Break and Enter",46,"O`Connor Parkview"
"054",2022,"Robbery",8,"O`Connor Parkview"
"054",2022,"Theft Over",9,"O`Connor Parkview"
"054",2023,"Assault",125,"O`Connor Parkview"
"054",2023,"Auto Theft",63,"O`Connor Parkview"
"054",2023,"Break and Enter",43,"O`Connor Parkview"
"054",2023,"Robbery",3,"O`Connor Parkview"
"054",2023,"Theft Over",7,"O`Connor Parkview"
"054",2024,"Assault",139,"O`Connor Parkview"
"054",2024,"Auto Theft",54,"O`Connor Parkview"
"054",2024,"Break and Enter",29,"O`Connor Parkview"
"054",2024,"Robbery",6,"O`Connor Parkview"
"054",2024,"Theft Over",7,"O`Connor Parkview"
"054",2025,"Assault",144,"O`Connor Parkview"
"054",2025,"Auto Theft",37,"O`Connor Parkview"
"054",2025,"Break and Enter",16,"O`Connor Parkview"
