"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name"
"018",2023,"Auto Theft",37,"New Toronto"
"018",2023,"Break and Enter",39,"New Toronto"
"018",2023,"Robbery",17,"New Toronto"
"018",2023,"Theft Over",7,"New Toronto"
"018",2024,"Assault",158,"New Toronto"
"018",2024,"Auto Theft",35,"New Toronto"
"018",2024,"Break and Enter",25,"New Toronto"
"018",2024,"Robbery",6,"New Toronto"
"018",2024,"Theft Over",6,"New Toronto"
"018",2025,"Assault",116,"New Toronto"
"018",2025,"Auto Theft",19,"New Toronto"
"018",2025,"Break and Enter",23,"New Toronto"
"018",2025,"Robbery",10,"New Toronto"
"018",2025,"Theft Over",12,"New Toronto"
