"HOOD_158","year","theft_count","neighbourhood_name","TSNS.DESIGNATION","population","low_income","income","housing_cost","unemployment","auto_theft_rate"
"044",2021,19,"Flemingdon Park","Neighbourhood Improvement Area",22530,19.9,70000,2675,16.5,8.43320017754106
"044",2022,21,"Flemingdon Park","Neighbourhood Improvement Area",22530,19.9,70000,2675,16.5,9.32090545938748
"044",2023,39,"Flemingdon Park","Neighbourhood Improvement Area",22530,19.9,70000,2675,16.5,17.3102529960053
"044",2024,52,"Flemingdon Park","Neighbourhood Improvement Area",22530,19.9,70000,2675,16.5,23.0803373280071
"044",2025,62,"Flemingdon Park","Neighbourhood Improvement Area",22530,19.9,70000,2675,16.5,27.5188637372392
"046",2014,11,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,7.22733245729304
"046",2015,6,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,3.94218134034166
"046",2016,8,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,5.25624178712221
"046",2017,17,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,11.1695137976347
"046",2018,13,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,8.54139290407359
"046",2019,24,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,15.7687253613666
"046",2020,29,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,19.053876478318
"046",2021,13,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,8.54139290407359
"046",2022,28,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,18.3968462549277
"046",2023,45,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,29.5663600525624
"046",2024,39,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,25.6241787122208
"046",2025,21,"Pleasant View","Not an NIA or Emerging Neighbourhood",15220,10.1,89000,1450,16.9,13.7976346911958
"047",2014,49,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,18.3006535947712
"047",2015,30,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,11.2044817927171
"047",2016,28,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,10.4575163398693
"047",2017,34,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,12.6984126984127
"047",2018,29,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,10.8309990662932
"047",2019,21,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,7.84313725490196
"047",2020,37,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,13.8188608776844
"047",2021,36,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,13.4453781512605
"047",2022,70,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,26.1437908496732
"047",2023,165,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,61.624649859944
"047",2024,141,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,52.6610644257703
"047",2025,64,"Don Valley Village","Not an NIA or Emerging Neighbourhood",26775,13.5,83000,3560,15.1,23.9028944911298
"048",2014,13,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,7.95350260018354
"048",2015,10,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,6.11807892321811
"048",2016,22,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,13.4597736310798
"048",2017,19,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,11.6243499541144
"048",2018,25,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,15.2951973080453
"048",2019,27,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,16.5188130926889
"048",2020,24,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,14.6833894157235
"048",2021,42,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,25.6959314775161
"048",2022,15,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,9.17711838482716
"048",2023,72,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,44.0501682471704
"048",2024,54,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,33.0376261853778
"048",2025,21,"Hillcrest Village","Not an NIA or Emerging Neighbourhood",16345,15.6,86000,1615,13.6,12.847965738758
"049",2014,17,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,14.0670252378982
"049",2015,7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,5.7923045097228
"049",2016,18,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,14.8944973107158
"049",2017,21,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,17.3769135291684
"049",2018,7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,5.7923045097228
"049",2019,21,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,17.3769135291684
"049",2020,16,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,13.2395531650807
"049",2021,27,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,22.3417459660736
"049",2022,14,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,11.5846090194456
"049",2023,37,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,30.6164666942491
"049",2024,23,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,19.0318576748035
"049",2025,20,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood",12085,11.9,93000,1790,13.4,16.5494414563508
"050",2014,15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,9.77517106549365
"050",2015,9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,5.86510263929619
"050",2016,9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,5.86510263929619
"050",2017,15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,9.77517106549365
"050",2018,14,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,9.12349299446074
"050",2019,33,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,21.505376344086
"050",2020,44,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,28.673835125448
"050",2021,47,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,30.6288693385468
"050",2022,63,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,41.0557184750733
"050",2023,84,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,54.7409579667644
"050",2024,61,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,39.7523623330075
"050",2025,46,"Newtonbrook East","Not an NIA or Emerging Neighbourhood",15345,17.7,80000,2610,13.1,29.9771912675138
"052",2014,27,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,12.0913569189431
"052",2015,21,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,9.40438871473354
"052",2016,18,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,8.06090461262875
"052",2017,22,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,9.85221674876847
"052",2018,7,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,3.13479623824451
"052",2019,39,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,17.4652933273623
"052",2020,39,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,17.4652933273623
"052",2021,46,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,20.6000895656068
"052",2022,61,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,27.3175100761308
"052",2023,101,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,45.230631437528
"052",2024,81,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,36.2740707568294
"052",2025,39,"Bayview Village","Not an NIA or Emerging Neighbourhood",22330,16.4,83000,4590,13.7,17.4652933273623
"053",2014,15,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,7.56048387096774
"053",2015,11,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,5.54435483870968
"053",2016,12,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,6.04838709677419
"053",2017,20,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,10.0806451612903
"053",2018,15,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,7.56048387096774
"053",2019,34,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,17.1370967741935
"053",2020,23,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,11.5927419354839
"053",2021,35,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,17.6411290322581
"053",2022,34,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,17.1370967741935
"053",2023,69,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,34.7782258064516
"053",2024,44,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,22.1774193548387
"053",2025,49,"Henry Farm","Not an NIA or Emerging Neighbourhood",19840,17.2,79500,3600,13.7,24.6975806451613
"054",2014,20,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,10.866612333605
"054",2015,13,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,7.06329801684325
"054",2016,7,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,3.80331431676175
"054",2017,11,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,5.97663678348275
"054",2018,21,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,11.4099429502852
"054",2019,28,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,15.213257267047
"054",2020,24,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,13.039934800326
"054",2021,43,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,23.3632165172507
"054",2022,43,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,23.3632165172507
"054",2023,63,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,34.2298288508557
"054",2024,54,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,29.3398533007335
"054",2025,37,"O`Connor Parkview","Not an NIA or Emerging Neighbourhood",18405,13.6,77000,2250,17,20.1032328171692
"055",2014,14,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,6.86274509803922
"055",2015,15,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,7.35294117647059
"055",2016,6,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,2.94117647058824
"055",2017,13,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,6.37254901960784
"055",2018,11,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,5.3921568627451
"055",2019,17,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,8.33333333333333
"055",2020,19,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,9.31372549019608
"055",2021,17,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,8.33333333333333
"055",2022,34,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,16.6666666666667
"055",2023,54,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,26.4705882352941
"055",2024,54,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,26.4705882352941
"055",2025,86,"Thorncliffe Park","Neighbourhood Improvement Area",20400,24.2,67000,2570,17.9,42.156862745098
"056",2014,12,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,7.25733293014817
"056",2015,14,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,8.4668884185062
"056",2016,4,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,2.41911097671606
"056",2017,4,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,2.41911097671606
"056",2018,41,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,24.7958875113396
"056",2019,30,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,18.1433323253704
"056",2020,44,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,26.6102207438766
"056",2021,84,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,50.8013305110372
"056",2022,79,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,47.7774417901421
"056",2023,115,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,69.5494405805866
"056",2024,77,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,46.5678863017841
"056",2025,56,"Leaside-Bennington","Not an NIA or Emerging Neighbourhood",16535,5.8,148000,1485,11.2,33.8675536740248
"057",2014,2,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,1.82565038795071
"057",2015,4,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,3.65130077590141
"057",2016,8,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,7.30260155180283
"057",2017,8,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,7.30260155180283
"057",2018,5,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,4.56412596987677
"057",2019,3,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,2.73847558192606
"057",2020,8,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,7.30260155180283
"057",2021,12,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,10.9539023277042
"057",2022,15,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,13.6923779096303
"057",2023,16,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,14.6052031036057
"057",2024,15,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,13.6923779096303
"057",2025,24,"Broadview North","Not an NIA or Emerging Neighbourhood",10955,14.6,68500,1865,14.7,21.9078046554085
"058",2014,2,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,2.18340611353712
"058",2015,5,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,5.4585152838428
"058",2016,6,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,6.55021834061135
"058",2018,10,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,10.9170305676856
"058",2019,4,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,4.36681222707424
"058",2020,8,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,8.73362445414847
"058",2021,19,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,20.7423580786026
"058",2022,23,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,25.1091703056769
"058",2023,30,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,32.7510917030568
"058",2024,24,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,26.2008733624454
"058",2025,23,"Old East York","Not an NIA or Emerging Neighbourhood",9160,8.3,96000,855,12.2,25.1091703056769
"059",2014,7,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,4.10196308233226
"059",2015,10,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,5.85994726047466
"059",2016,12,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,7.03193671256959
"059",2017,12,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,7.03193671256959
"059",2018,13,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,7.61793143861705
"059",2019,10,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,5.85994726047466
"059",2020,18,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,10.5479050688544
"059",2021,16,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,9.37591561675945
"059",2022,49,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,28.7137415763258
"059",2023,52,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,30.4717257544682
"059",2024,40,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,23.4397890418986
"059",2025,34,"Danforth-East York","Not an NIA or Emerging Neighbourhood",17065,9.3,101000,1615,11.1,19.9238206856138
"060",2014,2,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,2.52684775742262
"060",2015,6,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,7.58054327226785
"060",2016,1,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,1.26342387871131
"060",2017,1,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,1.26342387871131
"060",2018,3,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,3.79027163613392
"060",2019,7,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,8.84396715097915
"060",2020,3,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,3.79027163613392
"060",2021,9,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,11.3708149084018
"060",2022,23,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,29.0587492103601
"060",2023,18,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,22.7416298168035
"060",2024,9,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,11.3708149084018
"060",2025,15,"Woodbine-Lumsden","Not an NIA or Emerging Neighbourhood",7915,10,96000,810,12,18.9513581806696
"061",2014,14,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,9.31780366056572
"061",2015,9,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,5.99001663893511
"061",2016,6,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,3.99334442595674
"061",2017,5,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,3.32778702163062
"061",2018,12,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,7.98668885191348
"061",2019,13,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,8.6522462562396
"061",2020,15,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,9.98336106489185
"061",2021,19,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,12.6455906821963
"061",2022,15,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,9.98336106489185
"061",2023,28,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,18.6356073211314
"061",2024,14,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,9.31780366056572
"061",2025,31,"Taylor Massey","Neighbourhood Improvement Area",15025,17.8,68500,2115,18.8,20.6322795341098
"062",2014,20,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,9.15750915750916
"062",2015,13,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,5.95238095238095
"062",2016,25,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,11.4468864468864
"062",2017,26,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,11.9047619047619
"062",2018,28,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,12.8205128205128
"062",2019,23,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,10.5311355311355
"062",2020,31,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,14.1941391941392
"062",2021,38,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,17.3992673992674
"062",2022,39,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,17.8571428571429
"062",2023,53,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,24.2673992673993
"062",2024,45,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,20.6043956043956
"062",2025,36,"East End Danforth","Not an NIA or Emerging Neighbourhood",21840,11.9,90000,2420,12.9,16.4835164835165
"063",2014,7,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,3.25430032543003
"063",2015,26,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,12.0874012087401
"063",2016,7,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,3.25430032543003
"063",2017,15,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,6.97350069735007
"063",2018,30,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,13.9470013947001
"063",2019,21,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,9.7629009762901
"063",2020,24,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,11.1576011157601
"063",2021,31,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,14.4119014411901
"063",2022,58,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,26.9642026964203
"063",2023,58,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,26.9642026964203
"063",2024,59,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,27.4291027429103
"063",2025,39,"The Beaches","Not an NIA or Emerging Neighbourhood",21510,7.9,116000,2705,11,18.1311018131102
"064",2014,6,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,4.91601802539943
"064",2015,10,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,8.19336337566571
"064",2016,8,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,6.55469070053257
"064",2017,7,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,5.735354362966
"064",2018,10,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,8.19336337566571
"064",2019,7,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,5.735354362966
"064",2020,11,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,9.01269971323228
"064",2021,13,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,10.6513723883654
"064",2022,18,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,14.7480540761983
"064",2023,34,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,27.8574354772634
"064",2024,22,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,18.0253994264646
"064",2025,9,"Woodbine Corridor","Not an NIA or Emerging Neighbourhood",12205,11.1,97000,1235,10.8,7.37402703809914
"065",2014,16,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,11.3314447592068
"065",2015,18,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,12.7478753541076
"065",2016,14,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,9.91501416430595
"065",2017,12,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,8.4985835694051
"065",2018,23,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,16.2889518413598
"065",2019,29,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,20.5382436260623
"065",2020,29,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,20.5382436260623
"065",2021,22,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,15.5807365439093
"065",2022,23,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,16.2889518413598
"065",2023,32,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,22.6628895184136
"065",2024,48,"Greenwood-Coxwell","Not an NIA or Emerging Neighbourhood",14120,12,93000,1620,12,33.9943342776204
