"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name","population","crime_rate","city_avg_rate","s_crime_rate"
"019",2025,"Assault",67,"Long Branch",11360,58.9788732394366,82.5823093970963,0.0667742094444453
"019",2025,"Auto Theft",21,"Long Branch",11360,18.4859154929577,24.5124507884229,0.112298991231003
"019",2025,"Break and Enter",24,"Long Branch",11360,21.1267605633803,21.9516187363523,0.197456307648166
"019",2025,"Robbery",6,"Long Branch",11360,5.28169014084507,8.84684607787153,0.11777528920523
"019",2025,"Theft Over",3,"Long Branch",11360,2.64084507042254,6.25993971099421,0.066564617084401
"020",2014,"Assault",46,"Alderwood",12595,36.52242953553,59.7037606491133,0.090352677238062
"020",2014,"Auto Theft",10,"Alderwood",12595,7.93965859468043,12.5725770449819,0.076367383985289
"020",2014,"Break and Enter",19,"Alderwood",12595,15.0853513298928,26.6978755593416,0.103012527776811
"020",2014,"Robbery",8,"Alderwood",12595,6.35172687574434,13.5821805100475,0.0721358440185798
"020",2014,"Theft Over",7,"Alderwood",12595,5.5577610162763,3.65174026360149,0.174973090259404
"020",2015,"Assault",46,"Alderwood",12595,36.52242953553,64.8993305496583,0.0639056966395516
"020",2015,"Auto Theft",17,"Alderwood",12595,13.4974196109567,11.9822217582044,0.155129083123199
"020",2015,"Break and Enter",27,"Alderwood",12595,21.4370782056372,25.5038899189161,0.184720163152506
"020",2015,"Robbery",6,"Alderwood",12595,4.76379515680826,12.4561626193602,0.0681990418351077
"020",2015,"Theft Over",4,"Alderwood",12595,3.17586343787217,3.66782701415542,0.128741879940361
"020",2016,"Assault",41,"Alderwood",12595,32.5526002381898,67.1208846597699,0.0627590471925666
"020",2016,"Auto Theft",17,"Alderwood",12595,13.4974196109567,11.9533084105112,0.129901596746733
"020",2016,"Break and Enter",26,"Alderwood",12595,20.6431123461691,23.5590159893207,0.219037352857282
"020",2016,"Robbery",10,"Alderwood",12595,7.93965859468043,13.2661908051903,0.128339061000784
"020",2016,"Theft Over",10,"Alderwood",12595,7.93965859468043,3.75877737435639,0.344261464203512
"020",2017,"Assault",24,"Alderwood",12595,19.055180627233,69.4035720859218,0.0108414272567431
"020",2017,"Auto Theft",17,"Alderwood",12595,13.4974196109567,13.0194983285573,0.128638968627181
"020",2017,"Break and Enter",23,"Alderwood",12595,18.261214767765,25.2878854736903,0.136963550972761
"020",2017,"Robbery",6,"Alderwood",12595,4.76379515680826,14.3548478472783,0.0561066462621424
"020",2017,"Theft Over",6,"Alderwood",12595,4.76379515680826,4.12216830498806,0.162455488870606
"020",2018,"Assault",27,"Alderwood",12595,21.4370782056372,70.45244134518,0.0286806899453158
"020",2018,"Auto Theft",24,"Alderwood",12595,19.055180627233,16.9822295749662,0.116493810077913
"020",2018,"Break and Enter",24,"Alderwood",12595,19.055180627233,27.5990772510942,0.123659791466317
"020",2018,"Robbery",8,"Alderwood",12595,6.35172687574434,13.2701503600022,0.0696964201402959
"020",2018,"Theft Over",7,"Alderwood",12595,5.5577610162763,4.47180131994928,0.156118572389817
"020",2019,"Assault",36,"Alderwood",12595,28.5827709408495,74.3439178949927,0.0296511339663003
"020",2019,"Auto Theft",16,"Alderwood",12595,12.7034537514887,18.6275271489613,0.0691491971083593
"020",2019,"Break and Enter",25,"Alderwood",12595,19.8491464867011,31.0331575818545,0.0985631256865013
"020",2019,"Robbery",5,"Alderwood",12595,3.96982929734021,12.642311995235,0.0496796203296289
"020",2019,"Theft Over",9,"Alderwood",12595,7.14569273521239,4.91033294764247,0.132445452338584
"020",2020,"Assault",35,"Alderwood",12595,27.7888050813815,64.6066532437307,0.0481170964378055
"020",2020,"Auto Theft",27,"Alderwood",12595,21.4370782056372,20.3235219509665,0.154389677738789
"020",2020,"Break and Enter",43,"Alderwood",12595,34.1405319571258,25.6028576114286,0.276263338832602
"020",2020,"Robbery",12,"Alderwood",12595,9.52759031361651,9.79054142585102,0.138553920264458
"020",2020,"Theft Over",3,"Alderwood",12595,2.38189757840413,4.32598074185994,0.0781201247380498
"020",2021,"Assault",32,"Alderwood",12595,25.4069075029774,67.000711128936,0.0366115804921039
"020",2021,"Auto Theft",30,"Alderwood",12595,23.8189757840413,23.3490047634096,0.131603744170371
"020",2021,"Break and Enter",17,"Alderwood",12595,13.4974196109567,20.432061457531,0.111976623838455
"020",2021,"Robbery",2,"Alderwood",12595,1.58793171893609,8.00060922030759,0.0175350675797743
"020",2021,"Theft Over",6,"Alderwood",12595,4.76379515680826,3.86280673690401,0.193866508063199
"020",2022,"Assault",43,"Alderwood",12595,34.1405319571258,75.5027763886577,0.0488541963719208
"020",2022,"Auto Theft",71,"Alderwood",12595,56.371576022231,34.6283205409473,0.225542003034653
"020",2022,"Break and Enter",42,"Alderwood",12595,33.3465660976578,22.1324764378535,0.312726312018638
"020",2022,"Robbery",7,"Alderwood",12595,5.5577610162763,10.1236637693902,0.112970126529816
"020",2022,"Theft Over",6,"Alderwood",12595,4.76379515680826,5.07012294090382,0.11049161832053
"020",2023,"Assault",46,"Alderwood",12595,36.52242953553,86.6815187447212,0.0367298494283985
"020",2023,"Auto Theft",49,"Alderwood",12595,38.9043271139341,43.1316360491142,0.135334982755317
"020",2023,"Break and Enter",21,"Alderwood",12595,16.6732830488289,28.2926805343177,0.119362997737634
"020",2023,"Robbery",8,"Alderwood",12595,6.35172687574434,11.2130876852936,0.113588001459512
"020",2023,"Theft Over",8,"Alderwood",12595,6.35172687574434,6.10925045926995,0.142556315697824
"020",2024,"Assault",52,"Alderwood",12595,41.2862246923382,88.726117235917,0.0529562425614838
"020",2024,"Auto Theft",54,"Alderwood",12595,42.8741564112743,32.7007361583231,0.1953565283744
"020",2024,"Break and Enter",33,"Alderwood",12595,26.2008733624454,25.2795511272439,0.278247695748201
"020",2024,"Robbery",1,"Alderwood",12595,0.793965859468043,11.3101442433483,0.000316596223285746
"020",2024,"Theft Over",11,"Alderwood",12595,8.73362445414847,6.42981597689917,0.215968178557009
"020",2025,"Assault",61,"Alderwood",12595,48.4319174275506,82.5823093970963,0.0481429861985598
"020",2025,"Auto Theft",29,"Alderwood",12595,23.0250099245732,24.5124507884229,0.143986371355233
"020",2025,"Break and Enter",27,"Alderwood",12595,21.4370782056372,21.9516187363523,0.200985868692128
"020",2025,"Robbery",10,"Alderwood",12595,7.93965859468043,8.84684607787153,0.187838307939995
"020",2025,"Theft Over",14,"Alderwood",12595,11.1155220325526,6.25993971099421,0.354909898916371
"021",2014,"Assault",92,"Humber Summit",12185,75.5026672137874,59.7037606491133,0.220007756852533
"021",2014,"Auto Theft",66,"Humber Summit",12185,54.1649569142388,12.5725770449819,0.569070918068984
"021",2014,"Break and Enter",54,"Humber Summit",12185,44.3167829298318,26.6978755593416,0.373874926628804
"021",2014,"Robbery",26,"Humber Summit",12185,21.3377102995486,13.5821805100475,0.255070876648166
"021",2014,"Theft Over",15,"Humber Summit",12185,12.3102174805088,3.65174026360149,0.402418160718663
"021",2015,"Assault",98,"Humber Summit",12185,80.426754205991,64.8993305496583,0.174052474054512
"021",2015,"Auto Theft",42,"Humber Summit",12185,34.4686089454247,11.9822217582044,0.416132529282233
"021",2015,"Break and Enter",45,"Humber Summit",12185,36.9306524415265,25.5038899189161,0.35334153539442
"021",2015,"Robbery",29,"Humber Summit",12185,23.7997537956504,12.4561626193602,0.378703777335176
"021",2015,"Theft Over",15,"Humber Summit",12185,12.3102174805088,3.66782701415542,0.549838201757689
"021",2016,"Assault",126,"Humber Summit",12185,103.405826836274,67.1208846597699,0.253239954592308
"021",2016,"Auto Theft",60,"Humber Summit",12185,49.2408699220353,11.9533084105112,0.509182679954395
"021",2016,"Break and Enter",41,"Humber Summit",12185,33.6479277800574,23.5590159893207,0.402023528576946
"021",2016,"Robbery",29,"Humber Summit",12185,23.7997537956504,13.2661908051903,0.410475177710174
"021",2016,"Theft Over",19,"Humber Summit",12185,15.5929421419778,3.75877737435639,0.697594069937463
"021",2017,"Assault",126,"Humber Summit",12185,103.405826836274,69.4035720859218,0.193090813063766
"021",2017,"Auto Theft",80,"Humber Summit",12185,65.6544932293804,13.0194983285573,0.676868189588085
"021",2017,"Break and Enter",40,"Humber Summit",12185,32.8272466146902,25.2878854736903,0.286080820027145
"021",2017,"Robbery",29,"Humber Summit",12185,23.7997537956504,14.3548478472783,0.340196584363315
"021",2017,"Theft Over",17,"Humber Summit",12185,13.9515798112433,4.12216830498806,0.498267628507545
"021",2018,"Assault",118,"Humber Summit",12185,96.8403775133361,70.45244134518,0.198334582092902
"021",2018,"Auto Theft",114,"Humber Summit",12185,93.557652851867,16.9822295749662,0.622072874252205
"021",2018,"Break and Enter",55,"Humber Summit",12185,45.137464095199,27.5990772510942,0.324252596382298
"021",2018,"Robbery",35,"Humber Summit",12185,28.7238407878539,13.2701503600022,0.349291690827093
"021",2018,"Theft Over",16,"Humber Summit",12185,13.1308986458761,4.47180131994928,0.387193603239915
"021",2019,"Assault",131,"Humber Summit",12185,107.50923266311,74.3439178949927,0.184884207981465
"021",2019,"Auto Theft",130,"Humber Summit",12185,106.688551497743,18.6275271489613,0.721332667931699
"021",2019,"Break and Enter",59,"Humber Summit",12185,48.420188756668,31.0331575818545,0.29298629409872
"021",2019,"Robbery",31,"Humber Summit",12185,25.4411161263849,12.642311995235,0.38069700951372
"021",2019,"Theft Over",21,"Humber Summit",12185,17.2343044727124,4.91033294764247,0.330204416069226
"021",2020,"Assault",104,"Humber Summit",12185,85.3508411981945,64.6066532437307,0.216022041100979
"021",2020,"Auto Theft",111,"Humber Summit",12185,91.0956093557653,20.3235219509665,0.75678979256058
"021",2020,"Break and Enter",28,"Humber Summit",12185,22.9790726302831,25.6028576114286,0.176928059113032
"021",2020,"Robbery",24,"Humber Summit",12185,19.6963479688141,9.79054142585102,0.30887604615542
"021",2020,"Theft Over",24,"Humber Summit",12185,19.6963479688141,4.32598074185994,0.77439747795157
"021",2021,"Assault",117,"Humber Summit",12185,96.0196963479688,67.000711128936,0.259578455736239
"021",2021,"Auto Theft",139,"Humber Summit",12185,114.074681986048,23.3490047634096,0.747625428707059
"021",2021,"Break and Enter",40,"Humber Summit",12185,32.8272466146902,20.432061457531,0.333570559837141
"021",2021,"Robbery",14,"Humber Summit",12185,11.4895363151416,8.00060922030759,0.204308499827966
"021",2021,"Theft Over",28,"Humber Summit",12185,22.9790726302831,3.86280673690401,1
"021",2022,"Assault",138,"Humber Summit",12185,113.254000820681,75.5027763886577,0.290460542013296
"021",2022,"Auto Theft",172,"Humber Summit",12185,141.157160443168,34.6283205409473,0.59347697362221
"021",2022,"Break and Enter",54,"Humber Summit",12185,44.3167829298318,22.1324764378535,0.432147079992771
"021",2022,"Robbery",34,"Humber Summit",12185,27.9031596224867,10.1236637693902,0.635331511414806
"021",2022,"Theft Over",24,"Humber Summit",12185,19.6963479688141,5.07012294090382,0.49242307222028
"021",2023,"Assault",164,"Humber Summit",12185,134.59171112023,86.6815187447212,0.274772197120206
"021",2023,"Auto Theft",136,"Humber Summit",12185,111.612638489947,43.1316360491142,0.433790996059809
"021",2023,"Break and Enter",91,"Humber Summit",12185,74.6819860484202,28.2926805343177,0.68956292757468
"021",2023,"Robbery",25,"Humber Summit",12185,20.5170291341814,11.2130876852936,0.399408100421202
"021",2023,"Theft Over",42,"Humber Summit",12185,34.4686089454247,6.10925045926995,0.820487630958673
"021",2024,"Assault",126,"Humber Summit",12185,103.405826836274,88.726117235917,0.178673682085713
"021",2024,"Auto Theft",116,"Humber Summit",12185,95.1990151826016,32.7007361583231,0.463825906074221
"021",2024,"Break and Enter",45,"Humber Summit",12185,36.9306524415265,25.2795511272439,0.415118726107181
"021",2024,"Robbery",26,"Humber Summit",12185,21.3377102995486,11.3101442433483,0.341336573068911
"021",2024,"Theft Over",17,"Humber Summit",12185,13.9515798112433,6.42981597689917,0.35225963960558
"021",2025,"Assault",130,"Humber Summit",12185,106.688551497743,82.5823093970963,0.151053472814273
"021",2025,"Auto Theft",87,"Humber Summit",12185,71.3992613869512,24.5124507884229,0.481686614742313
"021",2025,"Break and Enter",52,"Humber Summit",12185,42.6754205990973,21.9516187363523,0.44255133498371
"021",2025,"Robbery",24,"Humber Summit",12185,19.6963479688141,8.84684607787153,0.497740085250463
"021",2025,"Theft Over",25,"Humber Summit",12185,20.5170291341814,6.25993971099421,0.674789963605355
"022",2014,"Assault",109,"Humbermede",16955,64.2878207018579,59.7037606491133,0.182705218336218
"022",2014,"Auto Theft",36,"Humbermede",16955,21.2326747272191,12.5725770449819,0.218054214903203
"022",2014,"Break and Enter",34,"Humbermede",16955,20.053081686818,26.6978755593416,0.149044189165897
"022",2014,"Robbery",30,"Humbermede",16955,17.6938956060159,13.5821805100475,0.210590555203345
"022",2014,"Theft Over",1,"Humbermede",16955,0.589796520200531,3.65174026360149,0.00763561228612255
"022",2015,"Assault",123,"Humbermede",16955,72.5449719846653,64.8993305496583,0.154278729247326
"022",2015,"Auto Theft",34,"Humbermede",16955,20.053081686818,11.9822217582044,0.236719610315743
"022",2015,"Break and Enter",35,"Humbermede",16955,20.6428782070186,25.5038899189161,0.176076638323265
"022",2015,"Robbery",20,"Humbermede",16955,11.7959304040106,12.4561626193602,0.182903603678287
"022",2015,"Theft Over",9,"Humbermede",16955,5.30816868180478,3.66782701415542,0.227041758729889
"022",2016,"Assault",107,"Humbermede",16955,63.1082276614568,67.1208846597699,0.144904404817108
"022",2016,"Auto Theft",46,"Humbermede",16955,27.1306399292244,11.9533084105112,0.274566494089298
"022",2016,"Break and Enter",24,"Humbermede",16955,14.1551164848127,23.5590159893207,0.127747049139405
"022",2016,"Robbery",22,"Humbermede",16955,12.9755234444117,13.2661908051903,0.217922341237942
"022",2016,"Theft Over",1,"Humbermede",16955,0.589796520200531,3.75877737435639,0.00493705494675904
"022",2017,"Assault",156,"Humbermede",16955,92.0082571512828,69.4035720859218,0.168465037587967
"022",2017,"Auto Theft",59,"Humbermede",16955,34.7979946918313,13.0194983285573,0.352531853570062
"022",2017,"Break and Enter",23,"Humbermede",16955,13.5653199646122,25.2878854736903,0.0888901280823233
"022",2017,"Robbery",34,"Humbermede",16955,20.053081686818,14.3548478472783,0.284281782924751
"022",2017,"Theft Over",7,"Humbermede",16955,4.12857564140372,4.12216830498806,0.139238311647784
"022",2018,"Assault",108,"Humbermede",16955,63.6980241816573,70.45244134518,0.123765839222579
"022",2018,"Auto Theft",53,"Humbermede",16955,31.2592155706281,16.9822295749662,0.199311257359775
"022",2018,"Break and Enter",42,"Humbermede",16955,24.7714538484223,27.5990772510942,0.167622325671298
"022",2018,"Robbery",26,"Humbermede",16955,15.3347095252138,13.2701503600022,0.18196115628996
"022",2018,"Theft Over",11,"Humbermede",16955,6.48776172220584,4.47180131994928,0.184495178272872
"022",2019,"Assault",145,"Humbermede",16955,85.520495429077,74.3439178949927,0.141636617755486
"022",2019,"Auto Theft",66,"Humbermede",16955,38.926570333235,18.6275271489613,0.251117228191989
"022",2019,"Break and Enter",66,"Humbermede",16955,38.926570333235,31.0331575818545,0.228383142553188
"022",2019,"Robbery",26,"Humbermede",16955,15.3347095252138,12.642311995235,0.224889099452776
"022",2019,"Theft Over",8,"Humbermede",16955,4.71837216160425,4.91033294764247,0.084864634108209
"022",2020,"Assault",95,"Humbermede",16955,56.0306694190504,64.6066532437307,0.130496890286274
"022",2020,"Auto Theft",74,"Humbermede",16955,43.6449424948393,20.3235219509665,0.34644110025486
"022",2020,"Break and Enter",32,"Humbermede",16955,18.873488646417,25.6028576114286,0.140388990026544
"022",2020,"Robbery",17,"Humbermede",16955,10.026540843409,9.79054142585102,0.146911117655749
"022",2020,"Theft Over",11,"Humbermede",16955,6.48776172220584,4.32598074185994,0.243231933327942
"022",2021,"Assault",124,"Humbermede",16955,73.1347685048658,67.000711128936,0.187317029232248
"022",2021,"Auto Theft",56,"Humbermede",16955,33.0286051312297,23.3490047634096,0.19446216745627
"022",2021,"Break and Enter",29,"Humbermede",16955,17.1040990858154,20.432061457531,0.153323000118245
"022",2021,"Robbery",18,"Humbermede",16955,10.6163373636096,8.00060922030759,0.187837395207644
"022",2021,"Theft Over",13,"Humbermede",16955,7.6673547626069,3.86280673690401,0.322366150601039
"022",2022,"Assault",108,"Humbermede",16955,63.6980241816573,75.5027763886577,0.13912046563397
"022",2022,"Auto Theft",105,"Humbermede",16955,61.9286346210557,34.6283205409473,0.249657378379132
"022",2022,"Break and Enter",32,"Humbermede",16955,18.873488646417,22.1324764378535,0.155173726630609
"022",2022,"Robbery",37,"Humbermede",16955,21.8224712474196,10.1236637693902,0.493185163675397
"022",2022,"Theft Over",9,"Humbermede",16955,5.30816868180478,5.07012294090382,0.124415116498236
"022",2023,"Assault",153,"Humbermede",16955,90.2388675906812,86.6815187447212,0.167115091551806
"022",2023,"Auto Theft",126,"Humbermede",16955,74.3143615452669,43.1316360491142,0.28068752233908
"022",2023,"Break and Enter",29,"Humbermede",16955,17.1040990858154,28.2926805343177,0.1235977291031
"022",2023,"Robbery",18,"Humbermede",16955,10.6163373636096,11.2130876852936,0.199637093066343
"022",2023,"Theft Over",9,"Humbermede",16955,5.30816868180478,6.10925045926995,0.117394892136867
"022",2024,"Assault",178,"Humbermede",16955,104.983780595694,88.726117235917,0.181867139536749
"022",2024,"Auto Theft",115,"Humbermede",16955,67.826599823061,32.7007361583231,0.323382998242738
"022",2024,"Break and Enter",23,"Humbermede",16955,13.5653199646122,25.2795511272439,0.117066258556351
"022",2024,"Robbery",15,"Humbermede",16955,8.84694780300796,11.3101442433483,0.133993673638948
"022",2024,"Theft Over",7,"Humbermede",16955,4.12857564140372,6.42981597689917,0.0956856563933075
"022",2025,"Assault",185,"Humbermede",16955,109.112356237098,82.5823093970963,0.155335129816426
"022",2025,"Auto Theft",84,"Humbermede",16955,49.5429076968446,24.5124507884229,0.329107593102186
"022",2025,"Break and Enter",32,"Humbermede",16955,18.873488646417,21.9516187363523,0.171827533461411
"022",2025,"Robbery",14,"Humbermede",16955,8.25715128280743,8.84684607787153,0.196207292200999
"022",2025,"Theft Over",13,"Humbermede",16955,7.6673547626069,6.25993971099421,0.237588286812543
"023",2014,"Assault",58,"Pelmo Park-Humberlea",11290,51.3728963684677,59.7037606491133,0.139747924014881
"023",2014,"Auto Theft",29,"Pelmo Park-Humberlea",11290,25.6864481842338,12.5725770449819,0.265525837630423
"023",2014,"Break and Enter",31,"Pelmo Park-Humberlea",11290,27.4579273693534,26.6978755593416,0.217658490789925
"023",2014,"Robbery",12,"Pelmo Park-Humberlea",11290,10.6288751107174,13.5821805100475,0.124347315885253
"023",2014,"Theft Over",3,"Pelmo Park-Humberlea",11290,2.65721877767936,3.65174026360149,0.0772732328338559
"023",2015,"Assault",45,"Pelmo Park-Humberlea",11290,39.8582816651904,64.8993305496583,0.0722746526540862
"023",2015,"Auto Theft",30,"Pelmo Park-Humberlea",11290,26.5721877767936,11.9822217582044,0.317855168639247
"023",2015,"Break and Enter",14,"Pelmo Park-Humberlea",11290,12.400354295837,25.5038899189161,0.0863706949767173
"023",2015,"Robbery",25,"Pelmo Park-Humberlea",11290,22.1434898139947,12.4561626193602,0.351687653834417
"023",2015,"Theft Over",6,"Pelmo Park-Humberlea",11290,5.31443755535872,3.66782701415542,0.227330755585406
"023",2016,"Assault",56,"Pelmo Park-Humberlea",11290,49.6014171833481,67.1208846597699,0.108592868427373
"023",2016,"Auto Theft",26,"Pelmo Park-Humberlea",11290,23.0292294065545,11.9533084105112,0.231045585722055
"023",2016,"Break and Enter",24,"Pelmo Park-Humberlea",11290,21.2577502214349,23.5590159893207,0.227685705832309
"023",2016,"Robbery",12,"Pelmo Park-Humberlea",11290,10.6288751107174,13.2661908051903,0.176177683355272
"023",2016,"Theft Over",4,"Pelmo Park-Humberlea",11290,3.54295837023915,3.75877737435639,0.141277014805781
"023",2017,"Assault",57,"Pelmo Park-Humberlea",11290,50.4871567759079,69.4035720859218,0.078753869013271
"023",2017,"Auto Theft",48,"Pelmo Park-Humberlea",11290,42.5155004428698,13.0194983285573,0.433651476894915
"023",2017,"Break and Enter",31,"Pelmo Park-Humberlea",11290,27.4579273693534,25.2878854736903,0.231113329157984
"023",2017,"Robbery",22,"Pelmo Park-Humberlea",11290,19.4862710363153,14.3548478472783,0.275822781428087
"023",2017,"Theft Over",6,"Pelmo Park-Humberlea",11290,5.31443755535872,4.12216830498806,0.182581385263137
"023",2018,"Assault",70,"Pelmo Park-Humberlea",11290,62.0017714791851,70.45244134518,0.11994935008109
"023",2018,"Auto Theft",63,"Pelmo Park-Humberlea",11290,55.8015943312666,16.9822295749662,0.365857581473728
"023",2018,"Break and Enter",25,"Pelmo Park-Humberlea",11290,22.1434898139947,27.5990772510942,0.147411262574327
"023",2018,"Robbery",19,"Pelmo Park-Humberlea",11290,16.829052258636,13.2701503600022,0.200636689710334
"023",2018,"Theft Over",4,"Pelmo Park-Humberlea",11290,3.54295837023915,4.47180131994928,0.0946419947332591
"023",2019,"Assault",80,"Pelmo Park-Humberlea",11290,70.859167404783,74.3439178949927,0.112800623227254
"023",2019,"Auto Theft",72,"Pelmo Park-Humberlea",11290,63.7732506643047,18.6275271489613,0.423533862374835
"023",2019,"Break and Enter",24,"Pelmo Park-Humberlea",11290,21.2577502214349,31.0331575818545,0.108148537326598
"023",2019,"Robbery",11,"Pelmo Park-Humberlea",11290,9.74313551815766,12.642311995235,0.138685219639593
"023",2019,"Theft Over",7,"Pelmo Park-Humberlea",11290,6.20017714791851,4.91033294764247,0.113911268686796
"023",2020,"Assault",54,"Pelmo Park-Humberlea",11290,47.8299379982285,64.6066532437307,0.106575857461508
"023",2020,"Auto Theft",59,"Pelmo Park-Humberlea",11290,52.2586359610275,20.3235219509665,0.42093147275336
"023",2020,"Break and Enter",18,"Pelmo Park-Humberlea",11290,15.9433126660762,25.6028576114286,0.11431087227229
"023",2020,"Robbery",4,"Pelmo Park-Humberlea",11290,3.54295837023915,9.79054142585102,0.0383140217602407
"023",2020,"Theft Over",10,"Pelmo Park-Humberlea",11290,8.85739592559787,4.32598074185994,0.338523588218465
"023",2021,"Assault",61,"Pelmo Park-Humberlea",11290,54.030115146147,67.000711128936,0.126992193863307
"023",2021,"Auto Theft",69,"Pelmo Park-Humberlea",11290,61.1160318866253,23.3490047634096,0.386167098615236
"023",2021,"Break and Enter",12,"Pelmo Park-Humberlea",11290,10.6288751107174,20.432061457531,0.0790921046819916
"023",2021,"Robbery",4,"Pelmo Park-Humberlea",11290,3.54295837023915,8.00060922030759,0.0544126296206271
"023",2021,"Theft Over",2,"Pelmo Park-Humberlea",11290,1.77147918511958,3.86280673690401,0.0614388727033574
"023",2022,"Assault",82,"Pelmo Park-Humberlea",11290,72.6306465899026,75.5027763886577,0.166399995757627
"023",2022,"Auto Theft",94,"Pelmo Park-Humberlea",11290,83.25952170062,34.6283205409473,0.342224757183304
"023",2022,"Break and Enter",32,"Pelmo Park-Humberlea",11290,28.3436669619132,22.1324764378535,0.258265213753422
"023",2022,"Robbery",7,"Pelmo Park-Humberlea",11290,6.20017714791851,10.1236637693902,0.127987687241569
"023",2022,"Theft Over",9,"Pelmo Park-Humberlea",11290,7.97165633303809,5.07012294090382,0.19253941673588
"023",2023,"Assault",100,"Pelmo Park-Humberlea",11290,88.5739592559787,86.6815187447212,0.163073880254241
"023",2023,"Auto Theft",111,"Pelmo Park-Humberlea",11290,98.3170947741364,43.1316360491142,0.379214911193596
"023",2023,"Break and Enter",24,"Pelmo Park-Humberlea",11290,21.2577502214349,28.2926805343177,0.164426285227075
"023",2023,"Robbery",13,"Pelmo Park-Humberlea",11290,11.5146147032772,11.2130876852936,0.217762065864995
"023",2023,"Theft Over",6,"Pelmo Park-Humberlea",11290,5.31443755535872,6.10925045926995,0.117546042100192
"023",2024,"Assault",101,"Pelmo Park-Humberlea",11290,89.4596988485385,88.726117235917,0.15044955570073
"023",2024,"Auto Theft",66,"Pelmo Park-Humberlea",11290,58.458813108946,32.7007361583231,0.275318580514367
"023",2024,"Break and Enter",27,"Pelmo Park-Humberlea",11290,23.9149689991143,25.2795511272439,0.249088280330115
"023",2024,"Robbery",8,"Pelmo Park-Humberlea",11290,7.0859167404783,11.3101442433483,0.104761087830655
"023",2024,"Theft Over",7,"Pelmo Park-Humberlea",11290,6.20017714791851,6.42981597689917,0.149795279169099
"023",2025,"Assault",70,"Pelmo Park-Humberlea",11290,62.0017714791851,82.5823093970963,0.0721141665807858
"023",2025,"Auto Theft",46,"Pelmo Park-Humberlea",11290,40.7440212577502,24.5124507884229,0.267682640732052
"023",2025,"Break and Enter",15,"Pelmo Park-Humberlea",11290,13.2860938883968,21.9516187363523,0.108276358182689
"023",2025,"Robbery",9,"Pelmo Park-Humberlea",11290,7.97165633303809,8.84684607787153,0.188681755927042
"023",2025,"Theft Over",11,"Pelmo Park-Humberlea",11290,9.74313551815766,6.25993971099421,0.308215354918538
"024",2014,"Assault",225,"Black Creek",21145,106.408134310712,59.7037606491133,0.322804739006625
"024",2014,"Auto Theft",44,"Black Creek",21145,20.8087018207614,12.5725770449819,0.213535197028545
"024",2014,"Break and Enter",26,"Black Creek",21145,12.2960510759045,26.6978755593416,0.0771664943613508
"024",2014,"Robbery",49,"Black Creek",21145,23.1733270276661,13.5821805100475,0.277478388825191
"024",2014,"Theft Over",10,"Black Creek",21145,4.72925041380941,3.65174026360149,0.147066112502126
"024",2015,"Assault",231,"Black Creek",21145,109.245684558997,64.8993305496583,0.246353149005231
"024",2015,"Auto Theft",48,"Black Creek",21145,22.7004019862852,11.9822217582044,0.269667656810752
"024",2015,"Break and Enter",26,"Black Creek",21145,12.2960510759045,25.5038899189161,0.0852355306946411
"024",2015,"Robbery",42,"Black Creek",21145,19.8628517379995,12.4561626193602,0.314487062259622
"024",2015,"Theft Over",4,"Black Creek",21145,1.89170016552376,3.66782701415542,0.0695415874977077
"024",2016,"Assault",284,"Black Creek",21145,134.310711752187,67.1208846597699,0.336324251589262
"024",2016,"Auto Theft",55,"Black Creek",21145,26.0108772759518,11.9533084105112,0.262684462881553
"024",2016,"Break and Enter",28,"Black Creek",21145,13.2419011586664,23.5590159893207,0.11489751805689
"024",2016,"Robbery",42,"Black Creek",21145,19.8628517379995,13.2661908051903,0.340441407777766
"024",2016,"Theft Over",6,"Black Creek",21145,2.83755024828565,3.75877737435639,0.108710118741445
"024",2017,"Assault",251,"Black Creek",21145,118.704185386616,69.4035720859218,0.226144696761893
"024",2017,"Auto Theft",34,"Black Creek",21145,16.079451406952,13.0194983285573,0.155779012763299
"024",2017,"Break and Enter",27,"Black Creek",21145,12.7689761172854,25.2878854736903,0.0807376936382986
"024",2017,"Robbery",53,"Black Creek",21145,25.0650271931899,14.3548478472783,0.359079344512552
"024",2017,"Theft Over",19,"Black Creek",21145,8.98557578623788,4.12216830498806,0.316760932409946
"024",2018,"Assault",197,"Black Creek",21145,93.1662331520454,70.45244134518,0.190067929347888
"024",2018,"Auto Theft",56,"Black Creek",21145,26.4838023173327,16.9822295749662,0.166904964097895
"024",2018,"Break and Enter",30,"Black Creek",21145,14.1877512414282,27.5990772510942,0.0862255187183724
"024",2018,"Robbery",31,"Black Creek",21145,14.6606762828092,13.2701503600022,0.173537432559499
"024",2018,"Theft Over",7,"Black Creek",21145,3.31047528966659,4.47180131994928,0.0875483649006966
"024",2019,"Assault",218,"Black Creek",21145,103.097659021045,74.3439178949927,0.176207496486252
"024",2019,"Auto Theft",78,"Black Creek",21145,36.8881532277134,18.6275271489613,0.236972199089035
"024",2019,"Break and Enter",42,"Black Creek",21145,19.8628517379995,31.0331575818545,0.0986563885908138
"024",2019,"Robbery",48,"Black Creek",21145,22.7004019862852,12.642311995235,0.338444113989614
"024",2019,"Theft Over",9,"Black Creek",21145,4.25632537242847,4.91033294764247,0.0758075015115773
