"HOOD_158","year","month","CSI_CATEGORY","crime_count","neighbourhood_name"
"146",2023,"August","Auto Theft",4,"Malvern East"
"146",2023,"August","Break and Enter",2,"Malvern East"
"146",2023,"August","Robbery",1,"Malvern East"
"146",2023,"September","Assault",12,"Malvern East"
"146",2023,"September","Auto Theft",5,"Malvern East"
"146",2023,"September","Break and Enter",6,"Malvern East"
"146",2023,"September","Robbery",1,"Malvern East"
"146",2023,"October","Assault",14,"Malvern East"
"146",2023,"October","Auto Theft",3,"Malvern East"
"146",2023,"October","Break and Enter",5,"Malvern East"
"146",2023,"October","Robbery",2,"Malvern East"
"146",2023,"November","Assault",12,"Malvern East"
"146",2023,"November","Auto Theft",6,"Malvern East"
"146",2023,"November","Break and Enter",1,"Malvern East"
"146",2023,"December","Assault",14,"Malvern East"
"146",2023,"December","Auto Theft",10,"Malvern East"
"146",2023,"December","Break and Enter",2,"Malvern East"
"146",2023,"December","Robbery",2,"Malvern East"
"146",2024,"January","Assault",7,"Malvern East"
"146",2024,"January","Auto Theft",9,"Malvern East"
"146",2024,"January","Break and Enter",1,"Malvern East"
"146",2024,"January","Robbery",3,"Malvern East"
"146",2024,"January","Theft Over",1,"Malvern East"
"146",2024,"February","Assault",9,"Malvern East"
"146",2024,"February","Auto Theft",4,"Malvern East"
"146",2024,"February","Theft Over",2,"Malvern East"
"146",2024,"March","Assault",14,"Malvern East"
"146",2024,"March","Auto Theft",2,"Malvern East"
"146",2024,"March","Break and Enter",1,"Malvern East"
"146",2024,"March","Robbery",1,"Malvern East"
"146",2024,"April","Assault",12,"Malvern East"
"146",2024,"April","Auto Theft",10,"Malvern East"
"146",2024,"April","Break and Enter",1,"Malvern East"
"146",2024,"April","Robbery",1,"Malvern East"
"146",2024,"May","Assault",14,"Malvern East"
"146",2024,"May","Auto Theft",3,"Malvern East"
"146",2024,"May","Break and Enter",1,"Malvern East"
"146",2024,"May","Robbery",1,"Malvern East"
"146",2024,"June","Assault",12,"Malvern East"
"146",2024,"June","Auto Theft",4,"Malvern East"
"146",2024,"June","Break and Enter",2,"Malvern East"
"146",2024,"June","Robbery",4,"Malvern East"
"146",2024,"July","Assault",9,"Malvern East"
"146",2024,"July","Auto Theft",4,"Malvern East"
"146",2024,"July","Robbery",1,"Malvern East"
"146",2024,"August","Assault",19,"Malvern East"
"146",2024,"August","Auto Theft",9,"Malvern East"
"146",2024,"August","Break and Enter",2,"Malvern East"
"146",2024,"September","Assault",13,"Malvern East"
"146",2024,"September","Auto Theft",8,"Malvern East"
"146",2024,"September","Robbery",1,"Malvern East"
"146",2024,"September","Theft Over",2,"Malvern East"
"146",2024,"October","Assault",8,"Malvern East"
"146",2024,"October","Auto Theft",5,"Malvern East"
"146",2024,"October","Break and Enter",3,"Malvern East"
"146",2024,"October","Robbery",2,"Malvern East"
"146",2024,"October","Theft Over",1,"Malvern East"
"146",2024,"November","Assault",7,"Malvern East"
"146",2024,"November","Auto Theft",14,"Malvern East"
"146",2024,"November","Break and Enter",3,"Malvern East"
"146",2024,"November","Robbery",2,"Malvern East"
"146",2024,"November","Theft Over",1,"Malvern East"
"146",2024,"December","Assault",14,"Malvern East"
"146",2024,"December","Auto Theft",6,"Malvern East"
"146",2024,"December","Break and Enter",1,"Malvern East"
"146",2024,"December","Robbery",1,"Malvern East"
"146",2025,"January","Assault",6,"Malvern East"
"146",2025,"January","Auto Theft",9,"Malvern East"
"146",2025,"January","Break and Enter",1,"Malvern East"
"146",2025,"January","Robbery",2,"Malvern East"
"146",2025,"January","Theft Over",1,"Malvern East"
"146",2025,"February","Assault",10,"Malvern East"
"146",2025,"February","Auto Theft",7,"Malvern East"
"146",2025,"March","Assault",15,"Malvern East"
"146",2025,"March","Break and Enter",2,"Malvern East"
"146",2025,"March","Robbery",3,"Malvern East"
"146",2025,"April","Assault",6,"Malvern East"
"146",2025,"April","Auto Theft",4,"Malvern East"
"146",2025,"April","Break and Enter",5,"Malvern East"
"146",2025,"May","Assault",14,"Malvern East"
"146",2025,"May","Auto Theft",5,"Malvern East"
"146",2025,"May","Break and Enter",1,"Malvern East"
"146",2025,"May","Robbery",5,"Malvern East"
"146",2025,"May","Theft Over",1,"Malvern East"
"146",2025,"June","Assault",20,"Malvern East"
"146",2025,"June","Theft Over",1,"Malvern East"
"146",2025,"July","Assault",16,"Malvern East"
"146",2025,"July","Auto Theft",5,"Malvern East"
"146",2025,"July","Robbery",2,"Malvern East"
"146",2025,"August","Assault",9,"Malvern East"
"146",2025,"August","Auto Theft",2,"Malvern East"
"146",2025,"August","Break and Enter",4,"Malvern East"
"146",2025,"August","Robbery",2,"Malvern East"
"146",2025,"August","Theft Over",4,"Malvern East"
"146",2025,"September","Assault",8,"Malvern East"
"146",2025,"September","Auto Theft",8,"Malvern East"
"146",2025,"September","Break and Enter",2,"Malvern East"
"146",2025,"September","Robbery",6,"Malvern East"
"146",2025,"September","Theft Over",2,"Malvern East"
"146",2025,"October","Assault",7,"Malvern East"
"146",2025,"October","Auto Theft",10,"Malvern East"
"146",2025,"October","Break and Enter",3,"Malvern East"
"146",2025,"October","Theft Over",1,"Malvern East"
"146",2025,"November","Assault",7,"Malvern East"
"146",2025,"November","Auto Theft",10,"Malvern East"
"146",2025,"November","Break and Enter",4,"Malvern East"
"146",2025,"November","Robbery",3,"Malvern East"
"146",2025,"December","Assault",9,"Malvern East"
"146",2025,"December","Auto Theft",3,"Malvern East"
"147",2020,"January","Assault",6,"L'Amoreaux West"
"147",2020,"January","Break and Enter",2,"L'Amoreaux West"
"147",2020,"January","Robbery",4,"L'Amoreaux West"
"147",2020,"February","Assault",5,"L'Amoreaux West"
"147",2020,"February","Auto Theft",2,"L'Amoreaux West"
"147",2020,"February","Break and Enter",1,"L'Amoreaux West"
"147",2020,"February","Robbery",3,"L'Amoreaux West"
"147",2020,"March","Assault",15,"L'Amoreaux West"
"147",2020,"March","Break and Enter",1,"L'Amoreaux West"
"147",2020,"March","Robbery",3,"L'Amoreaux West"
"147",2020,"March","Theft Over",1,"L'Amoreaux West"
"147",2020,"April","Assault",10,"L'Amoreaux West"
"147",2020,"April","Auto Theft",1,"L'Amoreaux West"
"147",2020,"April","Break and Enter",1,"L'Amoreaux West"
"147",2020,"April","Theft Over",1,"L'Amoreaux West"
"147",2020,"May","Assault",7,"L'Amoreaux West"
"147",2020,"May","Auto Theft",4,"L'Amoreaux West"
"147",2020,"May","Break and Enter",2,"L'Amoreaux West"
"147",2020,"June","Assault",7,"L'Amoreaux West"
"147",2020,"June","Auto Theft",1,"L'Amoreaux West"
"147",2020,"June","Break and Enter",2,"L'Amoreaux West"
"147",2020,"June","Robbery",1,"L'Amoreaux West"
"147",2020,"July","Assault",8,"L'Amoreaux West"
"147",2020,"July","Auto Theft",2,"L'Amoreaux West"
"147",2020,"July","Break and Enter",2,"L'Amoreaux West"
"147",2020,"August","Assault",6,"L'Amoreaux West"
"147",2020,"August","Auto Theft",1,"L'Amoreaux West"
"147",2020,"August","Break and Enter",4,"L'Amoreaux West"
"147",2020,"September","Assault",4,"L'Amoreaux West"
"147",2020,"September","Auto Theft",7,"L'Amoreaux West"
"147",2020,"September","Break and Enter",6,"L'Amoreaux West"
"147",2020,"September","Robbery",3,"L'Amoreaux West"
"147",2020,"September","Theft Over",1,"L'Amoreaux West"
"147",2020,"October","Assault",5,"L'Amoreaux West"
"147",2020,"October","Auto Theft",2,"L'Amoreaux West"
"147",2020,"October","Break and Enter",1,"L'Amoreaux West"
"147",2020,"November","Assault",8,"L'Amoreaux West"
"147",2020,"November","Auto Theft",1,"L'Amoreaux West"
"147",2020,"November","Break and Enter",1,"L'Amoreaux West"
"147",2020,"November","Robbery",2,"L'Amoreaux West"
"147",2020,"December","Assault",5,"L'Amoreaux West"
"147",2020,"December","Break and Enter",2,"L'Amoreaux West"
"147",2021,"January","Assault",3,"L'Amoreaux West"
"147",2021,"January","Auto Theft",1,"L'Amoreaux West"
"147",2021,"January","Break and Enter",2,"L'Amoreaux West"
"147",2021,"February","Assault",8,"L'Amoreaux West"
"147",2021,"February","Auto Theft",1,"L'Amoreaux West"
"147",2021,"February","Break and Enter",1,"L'Amoreaux West"
"147",2021,"February","Theft Over",1,"L'Amoreaux West"
"147",2021,"March","Assault",10,"L'Amoreaux West"
"147",2021,"March","Break and Enter",1,"L'Amoreaux West"
"147",2021,"March","Robbery",1,"L'Amoreaux West"
"147",2021,"March","Theft Over",1,"L'Amoreaux West"
"147",2021,"April","Assault",2,"L'Amoreaux West"
"147",2021,"April","Auto Theft",2,"L'Amoreaux West"
"147",2021,"May","Assault",5,"L'Amoreaux West"
"147",2021,"May","Auto Theft",1,"L'Amoreaux West"
"147",2021,"May","Break and Enter",3,"L'Amoreaux West"
"147",2021,"May","Robbery",2,"L'Amoreaux West"
"147",2021,"May","Theft Over",1,"L'Amoreaux West"
"147",2021,"June","Assault",12,"L'Amoreaux West"
"147",2021,"June","Break and Enter",2,"L'Amoreaux West"
"147",2021,"June","Robbery",1,"L'Amoreaux West"
"147",2021,"July","Assault",10,"L'Amoreaux West"
"147",2021,"July","Auto Theft",1,"L'Amoreaux West"
"147",2021,"July","Break and Enter",1,"L'Amoreaux West"
"147",2021,"July","Robbery",1,"L'Amoreaux West"
"147",2021,"August","Assault",10,"L'Amoreaux West"
"147",2021,"August","Auto Theft",4,"L'Amoreaux West"
"147",2021,"August","Robbery",1,"L'Amoreaux West"
"147",2021,"September","Assault",5,"L'Amoreaux West"
"147",2021,"September","Break and Enter",1,"L'Amoreaux West"
"147",2021,"October","Assault",14,"L'Amoreaux West"
"147",2021,"October","Auto Theft",4,"L'Amoreaux West"
"147",2021,"October","Break and Enter",5,"L'Amoreaux West"
"147",2021,"October","Robbery",1,"L'Amoreaux West"
"147",2021,"November","Assault",11,"L'Amoreaux West"
"147",2021,"December","Assault",6,"L'Amoreaux West"
"147",2021,"December","Auto Theft",5,"L'Amoreaux West"
"147",2021,"December","Break and Enter",1,"L'Amoreaux West"
"147",2021,"December","Robbery",1,"L'Amoreaux West"
"147",2022,"January","Assault",11,"L'Amoreaux West"
"147",2022,"January","Break and Enter",1,"L'Amoreaux West"
"147",2022,"January","Robbery",1,"L'Amoreaux West"
"147",2022,"February","Assault",9,"L'Amoreaux West"
"147",2022,"February","Auto Theft",3,"L'Amoreaux West"
"147",2022,"February","Break and Enter",3,"L'Amoreaux West"
"147",2022,"February","Theft Over",1,"L'Amoreaux West"
"147",2022,"March","Assault",18,"L'Amoreaux West"
"147",2022,"March","Auto Theft",2,"L'Amoreaux West"
"147",2022,"March","Break and Enter",2,"L'Amoreaux West"
"147",2022,"April","Assault",4,"L'Amoreaux West"
"147",2022,"April","Auto Theft",1,"L'Amoreaux West"
"147",2022,"April","Robbery",4,"L'Amoreaux West"
"147",2022,"May","Assault",4,"L'Amoreaux West"
"147",2022,"May","Auto Theft",1,"L'Amoreaux West"
"147",2022,"May","Robbery",3,"L'Amoreaux West"
"147",2022,"May","Theft Over",2,"L'Amoreaux West"
"147",2022,"June","Assault",3,"L'Amoreaux West"
"147",2022,"June","Auto Theft",3,"L'Amoreaux West"
"147",2022,"June","Break and Enter",2,"L'Amoreaux West"
"147",2022,"June","Theft Over",1,"L'Amoreaux West"
"147",2022,"July","Assault",8,"L'Amoreaux West"
"147",2022,"July","Auto Theft",3,"L'Amoreaux West"
"147",2022,"July","Break and Enter",1,"L'Amoreaux West"
"147",2022,"July","Theft Over",1,"L'Amoreaux West"
"147",2022,"August","Assault",5,"L'Amoreaux West"
"147",2022,"August","Auto Theft",1,"L'Amoreaux West"
"147",2022,"August","Break and Enter",4,"L'Amoreaux West"
"147",2022,"September","Assault",6,"L'Amoreaux West"
"147",2022,"September","Auto Theft",7,"L'Amoreaux West"
"147",2022,"September","Break and Enter",1,"L'Amoreaux West"
"147",2022,"September","Robbery",1,"L'Amoreaux West"
"147",2022,"October","Assault",11,"L'Amoreaux West"
"147",2022,"October","Auto Theft",4,"L'Amoreaux West"
"147",2022,"November","Assault",13,"L'Amoreaux West"
"147",2022,"November","Auto Theft",1,"L'Amoreaux West"
"147",2022,"November","Break and Enter",2,"L'Amoreaux West"
"147",2022,"December","Assault",6,"L'Amoreaux West"
"147",2022,"December","Auto Theft",5,"L'Amoreaux West"
"147",2022,"December","Break and Enter",2,"L'Amoreaux West"
"147",2022,"December","Robbery",1,"L'Amoreaux West"
"147",2023,"January","Assault",3,"L'Amoreaux West"
"147",2023,"January","Auto Theft",2,"L'Amoreaux West"
"147",2023,"January","Break and Enter",3,"L'Amoreaux West"
"147",2023,"February","Assault",7,"L'Amoreaux West"
"147",2023,"February","Auto Theft",8,"L'Amoreaux West"
"147",2023,"February","Break and Enter",1,"L'Amoreaux West"
"147",2023,"February","Robbery",1,"L'Amoreaux West"
"147",2023,"March","Assault",12,"L'Amoreaux West"
"147",2023,"March","Auto Theft",3,"L'Amoreaux West"
"147",2023,"March","Break and Enter",2,"L'Amoreaux West"
"147",2023,"March","Robbery",3,"L'Amoreaux West"
"147",2023,"April","Assault",6,"L'Amoreaux West"
"147",2023,"April","Auto Theft",5,"L'Amoreaux West"
"147",2023,"April","Break and Enter",1,"L'Amoreaux West"
"147",2023,"May","Assault",12,"L'Amoreaux West"
"147",2023,"May","Auto Theft",13,"L'Amoreaux West"
"147",2023,"May","Break and Enter",2,"L'Amoreaux West"
"147",2023,"May","Robbery",2,"L'Amoreaux West"
"147",2023,"May","Theft Over",1,"L'Amoreaux West"
"147",2023,"June","Assault",6,"L'Amoreaux West"
"147",2023,"June","Auto Theft",8,"L'Amoreaux West"
"147",2023,"June","Break and Enter",2,"L'Amoreaux West"
"147",2023,"June","Robbery",2,"L'Amoreaux West"
"147",2023,"July","Assault",18,"L'Amoreaux West"
"147",2023,"July","Auto Theft",9,"L'Amoreaux West"
"147",2023,"July","Break and Enter",4,"L'Amoreaux West"
"147",2023,"July","Robbery",4,"L'Amoreaux West"
"147",2023,"August","Assault",9,"L'Amoreaux West"
"147",2023,"August","Auto Theft",8,"L'Amoreaux West"
"147",2023,"August","Break and Enter",1,"L'Amoreaux West"
"147",2023,"August","Robbery",1,"L'Amoreaux West"
"147",2023,"September","Assault",10,"L'Amoreaux West"
"147",2023,"September","Auto Theft",3,"L'Amoreaux West"
"147",2023,"September","Break and Enter",4,"L'Amoreaux West"
"147",2023,"September","Robbery",1,"L'Amoreaux West"
"147",2023,"September","Theft Over",1,"L'Amoreaux West"
"147",2023,"October","Assault",6,"L'Amoreaux West"
"147",2023,"October","Auto Theft",1,"L'Amoreaux West"
"147",2023,"October","Break and Enter",1,"L'Amoreaux West"
"147",2023,"October","Robbery",3,"L'Amoreaux West"
"147",2023,"November","Assault",15,"L'Amoreaux West"
"147",2023,"November","Auto Theft",3,"L'Amoreaux West"
"147",2023,"November","Break and Enter",4,"L'Amoreaux West"
"147",2023,"November","Robbery",1,"L'Amoreaux West"
"147",2023,"December","Assault",14,"L'Amoreaux West"
"147",2023,"December","Auto Theft",3,"L'Amoreaux West"
"147",2023,"December","Break and Enter",2,"L'Amoreaux West"
"147",2023,"December","Robbery",1,"L'Amoreaux West"
"147",2023,"December","Theft Over",1,"L'Amoreaux West"
"147",2024,"January","Assault",14,"L'Amoreaux West"
"147",2024,"January","Auto Theft",2,"L'Amoreaux West"
"147",2024,"January","Break and Enter",2,"L'Amoreaux West"
"147",2024,"January","Robbery",1,"L'Amoreaux West"
"147",2024,"February","Assault",9,"L'Amoreaux West"
"147",2024,"February","Auto Theft",4,"L'Amoreaux West"
"147",2024,"February","Break and Enter",2,"L'Amoreaux West"
"147",2024,"March","Assault",8,"L'Amoreaux West"
"147",2024,"March","Auto Theft",2,"L'Amoreaux West"
"147",2024,"March","Break and Enter",3,"L'Amoreaux West"
"147",2024,"March","Robbery",3,"L'Amoreaux West"
"147",2024,"March","Theft Over",1,"L'Amoreaux West"
"147",2024,"April","Assault",6,"L'Amoreaux West"
"147",2024,"April","Auto Theft",9,"L'Amoreaux West"
"147",2024,"April","Break and Enter",15,"L'Amoreaux West"
"147",2024,"April","Robbery",1,"L'Amoreaux West"
"147",2024,"May","Assault",11,"L'Amoreaux West"
"147",2024,"May","Auto Theft",5,"L'Amoreaux West"
"147",2024,"May","Break and Enter",5,"L'Amoreaux West"
"147",2024,"May","Robbery",1,"L'Amoreaux West"
"147",2024,"May","Theft Over",1,"L'Amoreaux West"
"147",2024,"June","Assault",18,"L'Amoreaux West"
"147",2024,"June","Auto Theft",4,"L'Amoreaux West"
"147",2024,"June","Break and Enter",1,"L'Amoreaux West"
"147",2024,"June","Robbery",2,"L'Amoreaux West"
"147",2024,"July","Assault",10,"L'Amoreaux West"
"147",2024,"July","Auto Theft",5,"L'Amoreaux West"
"147",2024,"July","Break and Enter",4,"L'Amoreaux West"
"147",2024,"July","Robbery",4,"L'Amoreaux West"
"147",2024,"July","Theft Over",2,"L'Amoreaux West"
"147",2024,"August","Assault",12,"L'Amoreaux West"
"147",2024,"August","Auto Theft",5,"L'Amoreaux West"
"147",2024,"August","Break and Enter",1,"L'Amoreaux West"
"147",2024,"August","Robbery",1,"L'Amoreaux West"
"147",2024,"August","Theft Over",1,"L'Amoreaux West"
"147",2024,"September","Assault",4,"L'Amoreaux West"
"147",2024,"September","Auto Theft",6,"L'Amoreaux West"
"147",2024,"September","Break and Enter",1,"L'Amoreaux West"
"147",2024,"September","Robbery",5,"L'Amoreaux West"
"147",2024,"October","Assault",6,"L'Amoreaux West"
"147",2024,"October","Auto Theft",3,"L'Amoreaux West"
"147",2024,"October","Break and Enter",3,"L'Amoreaux West"
"147",2024,"October","Robbery",3,"L'Amoreaux West"
"147",2024,"November","Assault",9,"L'Amoreaux West"
"147",2024,"November","Auto Theft",3,"L'Amoreaux West"
"147",2024,"November","Break and Enter",1,"L'Amoreaux West"
"147",2024,"November","Robbery",3,"L'Amoreaux West"
"147",2024,"November","Theft Over",2,"L'Amoreaux West"
"147",2024,"December","Assault",3,"L'Amoreaux West"
"147",2024,"December","Auto Theft",9,"L'Amoreaux West"
"147",2024,"December","Break and Enter",2,"L'Amoreaux West"
"147",2024,"December","Robbery",3,"L'Amoreaux West"
"147",2025,"January","Assault",1,"L'Amoreaux West"
"147",2025,"January","Auto Theft",1,"L'Amoreaux West"
"147",2025,"January","Break and Enter",2,"L'Amoreaux West"
"147",2025,"January","Robbery",2,"L'Amoreaux West"
"147",2025,"February","Assault",9,"L'Amoreaux West"
"147",2025,"February","Auto Theft",9,"L'Amoreaux West"
"147",2025,"February","Break and Enter",8,"L'Amoreaux West"
"147",2025,"February","Robbery",2,"L'Amoreaux West"
"147",2025,"March","Assault",4,"L'Amoreaux West"
"147",2025,"March","Auto Theft",4,"L'Amoreaux West"
"147",2025,"March","Break and Enter",2,"L'Amoreaux West"
"147",2025,"March","Robbery",1,"L'Amoreaux West"
"147",2025,"March","Theft Over",1,"L'Amoreaux West"
"147",2025,"April","Assault",8,"L'Amoreaux West"
"147",2025,"April","Auto Theft",1,"L'Amoreaux West"
"147",2025,"April","Robbery",1,"L'Amoreaux West"
"147",2025,"April","Theft Over",1,"L'Amoreaux West"
"147",2025,"May","Assault",10,"L'Amoreaux West"
"147",2025,"May","Auto Theft",3,"L'Amoreaux West"
"147",2025,"May","Break and Enter",3,"L'Amoreaux West"
"147",2025,"May","Theft Over",2,"L'Amoreaux West"
"147",2025,"June","Assault",8,"L'Amoreaux West"
"147",2025,"June","Auto Theft",7,"L'Amoreaux West"
"147",2025,"June","Break and Enter",2,"L'Amoreaux West"
"147",2025,"June","Robbery",2,"L'Amoreaux West"
"147",2025,"July","Assault",6,"L'Amoreaux West"
"147",2025,"July","Auto Theft",4,"L'Amoreaux West"
"147",2025,"July","Break and Enter",5,"L'Amoreaux West"
"147",2025,"July","Robbery",3,"L'Amoreaux West"
"147",2025,"July","Theft Over",1,"L'Amoreaux West"
"147",2025,"August","Assault",8,"L'Amoreaux West"
"147",2025,"August","Auto Theft",6,"L'Amoreaux West"
"147",2025,"August","Break and Enter",4,"L'Amoreaux West"
"147",2025,"August","Theft Over",1,"L'Amoreaux West"
"147",2025,"September","Assault",6,"L'Amoreaux West"
"147",2025,"September","Auto Theft",6,"L'Amoreaux West"
"147",2025,"September","Break and Enter",1,"L'Amoreaux West"
"147",2025,"September","Robbery",6,"L'Amoreaux West"
"147",2025,"September","Theft Over",1,"L'Amoreaux West"
"147",2025,"October","Assault",13,"L'Amoreaux West"
"147",2025,"October","Auto Theft",4,"L'Amoreaux West"
"147",2025,"October","Break and Enter",2,"L'Amoreaux West"
"147",2025,"November","Assault",8,"L'Amoreaux West"
"147",2025,"November","Auto Theft",8,"L'Amoreaux West"
"147",2025,"November","Break and Enter",8,"L'Amoreaux West"
"147",2025,"November","Robbery",2,"L'Amoreaux West"
"147",2025,"November","Theft Over",3,"L'Amoreaux West"
"147",2025,"December","Assault",10,"L'Amoreaux West"
"147",2025,"December","Auto Theft",2,"L'Amoreaux West"
"147",2025,"December","Break and Enter",2,"L'Amoreaux West"
"147",2025,"December","Robbery",2,"L'Amoreaux West"
"148",2020,"January","Assault",12,"East L'Amoreaux"
"148",2020,"January","Break and Enter",4,"East L'Amoreaux"
"148",2020,"February","Assault",6,"East L'Amoreaux"
"148",2020,"February","Break and Enter",3,"East L'Amoreaux"
"148",2020,"February","Robbery",2,"East L'Amoreaux"
"148",2020,"March","Assault",7,"East L'Amoreaux"
"148",2020,"March","Auto Theft",2,"East L'Amoreaux"
"148",2020,"March","Break and Enter",2,"East L'Amoreaux"
"148",2020,"March","Robbery",2,"East L'Amoreaux"
"148",2020,"April","Assault",8,"East L'Amoreaux"
"148",2020,"April","Auto Theft",2,"East L'Amoreaux"
"148",2020,"April","Robbery",1,"East L'Amoreaux"
"148",2020,"May","Assault",7,"East L'Amoreaux"
"148",2020,"May","Auto Theft",2,"East L'Amoreaux"
"148",2020,"May","Break and Enter",1,"East L'Amoreaux"
"148",2020,"June","Assault",10,"East L'Amoreaux"
"148",2020,"July","Assault",5,"East L'Amoreaux"
"148",2020,"July","Auto Theft",3,"East L'Amoreaux"
"148",2020,"July","Break and Enter",4,"East L'Amoreaux"
"148",2020,"July","Robbery",1,"East L'Amoreaux"
"148",2020,"August","Assault",8,"East L'Amoreaux"
"148",2020,"August","Auto Theft",1,"East L'Amoreaux"
"148",2020,"August","Break and Enter",1,"East L'Amoreaux"
"148",2020,"September","Assault",10,"East L'Amoreaux"
"148",2020,"September","Auto Theft",2,"East L'Amoreaux"
"148",2020,"September","Break and Enter",1,"East L'Amoreaux"
"148",2020,"September","Robbery",3,"East L'Amoreaux"
"148",2020,"October","Assault",12,"East L'Amoreaux"
"148",2020,"October","Break and Enter",1,"East L'Amoreaux"
"148",2020,"October","Robbery",1,"East L'Amoreaux"
"148",2020,"October","Theft Over",1,"East L'Amoreaux"
"148",2020,"November","Assault",10,"East L'Amoreaux"
"148",2020,"November","Auto Theft",2,"East L'Amoreaux"
"148",2020,"November","Break and Enter",3,"East L'Amoreaux"
"148",2020,"November","Robbery",1,"East L'Amoreaux"
"148",2020,"December","Assault",3,"East L'Amoreaux"
"148",2020,"December","Break and Enter",3,"East L'Amoreaux"
"148",2020,"December","Theft Over",1,"East L'Amoreaux"
"148",2021,"January","Assault",6,"East L'Amoreaux"
"148",2021,"January","Break and Enter",1,"East L'Amoreaux"
"148",2021,"February","Assault",8,"East L'Amoreaux"
"148",2021,"February","Auto Theft",4,"East L'Amoreaux"
"148",2021,"February","Break and Enter",2,"East L'Amoreaux"
"148",2021,"February","Theft Over",1,"East L'Amoreaux"
"148",2021,"March","Assault",2,"East L'Amoreaux"
"148",2021,"March","Auto Theft",3,"East L'Amoreaux"
"148",2021,"April","Assault",4,"East L'Amoreaux"
"148",2021,"April","Robbery",1,"East L'Amoreaux"
"148",2021,"April","Theft Over",1,"East L'Amoreaux"
"148",2021,"May","Assault",10,"East L'Amoreaux"
"148",2021,"May","Break and Enter",1,"East L'Amoreaux"
"148",2021,"June","Assault",10,"East L'Amoreaux"
"148",2021,"June","Break and Enter",2,"East L'Amoreaux"
"148",2021,"June","Theft Over",2,"East L'Amoreaux"
"148",2021,"July","Assault",8,"East L'Amoreaux"
"148",2021,"July","Auto Theft",1,"East L'Amoreaux"
"148",2021,"July","Break and Enter",1,"East L'Amoreaux"
"148",2021,"July","Robbery",2,"East L'Amoreaux"
"148",2021,"August","Assault",7,"East L'Amoreaux"
"148",2021,"August","Auto Theft",3,"East L'Amoreaux"
"148",2021,"August","Break and Enter",2,"East L'Amoreaux"
"148",2021,"August","Robbery",1,"East L'Amoreaux"
"148",2021,"September","Assault",5,"East L'Amoreaux"
"148",2021,"September","Auto Theft",4,"East L'Amoreaux"
"148",2021,"September","Break and Enter",1,"East L'Amoreaux"
"148",2021,"September","Robbery",2,"East L'Amoreaux"
"148",2021,"October","Assault",4,"East L'Amoreaux"
"148",2021,"October","Auto Theft",2,"East L'Amoreaux"
"148",2021,"October","Break and Enter",2,"East L'Amoreaux"
"148",2021,"October","Robbery",1,"East L'Amoreaux"
"148",2021,"November","Assault",8,"East L'Amoreaux"
"148",2021,"November","Auto Theft",1,"East L'Amoreaux"
"148",2021,"December","Assault",2,"East L'Amoreaux"
"148",2021,"December","Auto Theft",1,"East L'Amoreaux"
"148",2021,"December","Break and Enter",1,"East L'Amoreaux"
"148",2021,"December","Theft Over",1,"East L'Amoreaux"
"148",2022,"January","Assault",3,"East L'Amoreaux"
"148",2022,"January","Auto Theft",2,"East L'Amoreaux"
"148",2022,"January","Break and Enter",1,"East L'Amoreaux"
"148",2022,"February","Assault",5,"East L'Amoreaux"
"148",2022,"February","Auto Theft",3,"East L'Amoreaux"
"148",2022,"March","Assault",3,"East L'Amoreaux"
"148",2022,"March","Auto Theft",3,"East L'Amoreaux"
"148",2022,"March","Robbery",2,"East L'Amoreaux"
"148",2022,"April","Assault",6,"East L'Amoreaux"
"148",2022,"April","Auto Theft",4,"East L'Amoreaux"
"148",2022,"April","Break and Enter",3,"East L'Amoreaux"
"148",2022,"April","Robbery",2,"East L'Amoreaux"
"148",2022,"April","Theft Over",3,"East L'Amoreaux"
"148",2022,"May","Assault",11,"East L'Amoreaux"
"148",2022,"May","Auto Theft",1,"East L'Amoreaux"
"148",2022,"May","Break and Enter",1,"East L'Amoreaux"
"148",2022,"May","Robbery",2,"East L'Amoreaux"
"148",2022,"June","Assault",10,"East L'Amoreaux"
"148",2022,"June","Auto Theft",6,"East L'Amoreaux"
"148",2022,"June","Break and Enter",3,"East L'Amoreaux"
"148",2022,"June","Theft Over",2,"East L'Amoreaux"
"148",2022,"July","Assault",2,"East L'Amoreaux"
"148",2022,"July","Auto Theft",3,"East L'Amoreaux"
"148",2022,"July","Break and Enter",1,"East L'Amoreaux"
"148",2022,"August","Assault",8,"East L'Amoreaux"
"148",2022,"August","Auto Theft",7,"East L'Amoreaux"
"148",2022,"August","Break and Enter",4,"East L'Amoreaux"
"148",2022,"September","Assault",11,"East L'Amoreaux"
"148",2022,"September","Auto Theft",6,"East L'Amoreaux"
"148",2022,"September","Break and Enter",5,"East L'Amoreaux"
"148",2022,"September","Theft Over",1,"East L'Amoreaux"
"148",2022,"October","Assault",4,"East L'Amoreaux"
"148",2022,"October","Auto Theft",4,"East L'Amoreaux"
"148",2022,"October","Robbery",1,"East L'Amoreaux"
"148",2022,"October","Theft Over",1,"East L'Amoreaux"
"148",2022,"November","Assault",7,"East L'Amoreaux"
"148",2022,"November","Auto Theft",1,"East L'Amoreaux"
"148",2022,"November","Break and Enter",4,"East L'Amoreaux"
"148",2022,"November","Theft Over",3,"East L'Amoreaux"
"148",2022,"December","Assault",6,"East L'Amoreaux"
"148",2022,"December","Auto Theft",6,"East L'Amoreaux"
