"HOOD_158","year","month","CSI_CATEGORY","crime_count","neighbourhood_name"
"001",2020,"January","Assault",26,"West Humber-Clairville"
"001",2020,"January","Auto Theft",32,"West Humber-Clairville"
"001",2020,"January","Break and Enter",19,"West Humber-Clairville"
"001",2020,"January","Robbery",9,"West Humber-Clairville"
"001",2020,"January","Theft Over",2,"West Humber-Clairville"
"001",2020,"February","Assault",9,"West Humber-Clairville"
"001",2020,"February","Auto Theft",44,"West Humber-Clairville"
"001",2020,"February","Break and Enter",8,"West Humber-Clairville"
"001",2020,"February","Robbery",15,"West Humber-Clairville"
"001",2020,"February","Theft Over",5,"West Humber-Clairville"
"001",2020,"March","Assault",16,"West Humber-Clairville"
"001",2020,"March","Auto Theft",40,"West Humber-Clairville"
"001",2020,"March","Break and Enter",11,"West Humber-Clairville"
"001",2020,"March","Robbery",13,"West Humber-Clairville"
"001",2020,"March","Theft Over",3,"West Humber-Clairville"
"001",2020,"April","Assault",15,"West Humber-Clairville"
"001",2020,"April","Auto Theft",30,"West Humber-Clairville"
"001",2020,"April","Break and Enter",9,"West Humber-Clairville"
"001",2020,"April","Robbery",2,"West Humber-Clairville"
"001",2020,"April","Theft Over",9,"West Humber-Clairville"
"001",2020,"May","Assault",26,"West Humber-Clairville"
"001",2020,"May","Auto Theft",34,"West Humber-Clairville"
"001",2020,"May","Break and Enter",7,"West Humber-Clairville"
"001",2020,"May","Robbery",11,"West Humber-Clairville"
"001",2020,"May","Theft Over",7,"West Humber-Clairville"
"001",2020,"June","Assault",21,"West Humber-Clairville"
"001",2020,"June","Auto Theft",36,"West Humber-Clairville"
"001",2020,"June","Break and Enter",8,"West Humber-Clairville"
"001",2020,"June","Robbery",4,"West Humber-Clairville"
"001",2020,"June","Theft Over",1,"West Humber-Clairville"
"001",2020,"July","Assault",19,"West Humber-Clairville"
"001",2020,"July","Auto Theft",31,"West Humber-Clairville"
"001",2020,"July","Break and Enter",3,"West Humber-Clairville"
"001",2020,"July","Robbery",2,"West Humber-Clairville"
"001",2020,"July","Theft Over",4,"West Humber-Clairville"
"001",2020,"August","Assault",31,"West Humber-Clairville"
"001",2020,"August","Auto Theft",26,"West Humber-Clairville"
"001",2020,"August","Break and Enter",10,"West Humber-Clairville"
"001",2020,"August","Robbery",6,"West Humber-Clairville"
"001",2020,"August","Theft Over",5,"West Humber-Clairville"
"001",2020,"September","Assault",23,"West Humber-Clairville"
"001",2020,"September","Auto Theft",41,"West Humber-Clairville"
"001",2020,"September","Break and Enter",8,"West Humber-Clairville"
"001",2020,"September","Robbery",7,"West Humber-Clairville"
"001",2020,"September","Theft Over",4,"West Humber-Clairville"
"001",2020,"October","Assault",28,"West Humber-Clairville"
"001",2020,"October","Auto Theft",29,"West Humber-Clairville"
"001",2020,"October","Break and Enter",11,"West Humber-Clairville"
"001",2020,"October","Robbery",1,"West Humber-Clairville"
"001",2020,"October","Theft Over",2,"West Humber-Clairville"
"001",2020,"November","Assault",21,"West Humber-Clairville"
"001",2020,"November","Auto Theft",30,"West Humber-Clairville"
"001",2020,"November","Break and Enter",6,"West Humber-Clairville"
"001",2020,"November","Robbery",4,"West Humber-Clairville"
"001",2020,"November","Theft Over",6,"West Humber-Clairville"
"001",2020,"December","Assault",11,"West Humber-Clairville"
"001",2020,"December","Auto Theft",24,"West Humber-Clairville"
"001",2020,"December","Break and Enter",7,"West Humber-Clairville"
"001",2020,"December","Robbery",2,"West Humber-Clairville"
"001",2020,"December","Theft Over",5,"West Humber-Clairville"
"001",2021,"January","Assault",19,"West Humber-Clairville"
"001",2021,"January","Auto Theft",43,"West Humber-Clairville"
"001",2021,"January","Break and Enter",7,"West Humber-Clairville"
"001",2021,"January","Robbery",1,"West Humber-Clairville"
"001",2021,"January","Theft Over",3,"West Humber-Clairville"
"001",2021,"February","Assault",18,"West Humber-Clairville"
"001",2021,"February","Auto Theft",20,"West Humber-Clairville"
"001",2021,"February","Break and Enter",5,"West Humber-Clairville"
"001",2021,"February","Robbery",1,"West Humber-Clairville"
"001",2021,"February","Theft Over",3,"West Humber-Clairville"
"001",2021,"March","Assault",18,"West Humber-Clairville"
"001",2021,"March","Auto Theft",21,"West Humber-Clairville"
"001",2021,"March","Break and Enter",8,"West Humber-Clairville"
"001",2021,"March","Robbery",7,"West Humber-Clairville"
"001",2021,"March","Theft Over",6,"West Humber-Clairville"
"001",2021,"April","Assault",11,"West Humber-Clairville"
"001",2021,"April","Auto Theft",32,"West Humber-Clairville"
"001",2021,"April","Break and Enter",4,"West Humber-Clairville"
"001",2021,"April","Robbery",3,"West Humber-Clairville"
"001",2021,"April","Theft Over",4,"West Humber-Clairville"
"001",2021,"May","Assault",20,"West Humber-Clairville"
"001",2021,"May","Auto Theft",41,"West Humber-Clairville"
"001",2021,"May","Break and Enter",9,"West Humber-Clairville"
"001",2021,"May","Robbery",8,"West Humber-Clairville"
"001",2021,"May","Theft Over",4,"West Humber-Clairville"
"001",2021,"June","Assault",22,"West Humber-Clairville"
"001",2021,"June","Auto Theft",25,"West Humber-Clairville"
"001",2021,"June","Break and Enter",9,"West Humber-Clairville"
"001",2021,"June","Robbery",6,"West Humber-Clairville"
"001",2021,"June","Theft Over",4,"West Humber-Clairville"
"001",2021,"July","Assault",21,"West Humber-Clairville"
"001",2021,"July","Auto Theft",42,"West Humber-Clairville"
"001",2021,"July","Break and Enter",8,"West Humber-Clairville"
"001",2021,"July","Robbery",2,"West Humber-Clairville"
"001",2021,"July","Theft Over",1,"West Humber-Clairville"
"001",2021,"August","Assault",23,"West Humber-Clairville"
"001",2021,"August","Auto Theft",48,"West Humber-Clairville"
"001",2021,"August","Break and Enter",6,"West Humber-Clairville"
"001",2021,"August","Robbery",4,"West Humber-Clairville"
"001",2021,"August","Theft Over",6,"West Humber-Clairville"
"001",2021,"September","Assault",29,"West Humber-Clairville"
"001",2021,"September","Auto Theft",60,"West Humber-Clairville"
"001",2021,"September","Break and Enter",6,"West Humber-Clairville"
"001",2021,"September","Robbery",7,"West Humber-Clairville"
"001",2021,"September","Theft Over",6,"West Humber-Clairville"
"001",2021,"October","Assault",26,"West Humber-Clairville"
"001",2021,"October","Auto Theft",53,"West Humber-Clairville"
"001",2021,"October","Break and Enter",13,"West Humber-Clairville"
"001",2021,"October","Robbery",6,"West Humber-Clairville"
"001",2021,"October","Theft Over",8,"West Humber-Clairville"
"001",2021,"November","Assault",14,"West Humber-Clairville"
"001",2021,"November","Auto Theft",62,"West Humber-Clairville"
"001",2021,"November","Break and Enter",12,"West Humber-Clairville"
"001",2021,"November","Robbery",3,"West Humber-Clairville"
"001",2021,"November","Theft Over",7,"West Humber-Clairville"
"001",2021,"December","Assault",26,"West Humber-Clairville"
"001",2021,"December","Auto Theft",56,"West Humber-Clairville"
"001",2021,"December","Break and Enter",13,"West Humber-Clairville"
"001",2021,"December","Robbery",5,"West Humber-Clairville"
"001",2021,"December","Theft Over",5,"West Humber-Clairville"
"001",2022,"January","Assault",17,"West Humber-Clairville"
"001",2022,"January","Auto Theft",56,"West Humber-Clairville"
"001",2022,"January","Break and Enter",9,"West Humber-Clairville"
"001",2022,"January","Robbery",7,"West Humber-Clairville"
"001",2022,"January","Theft Over",4,"West Humber-Clairville"
"001",2022,"February","Assault",22,"West Humber-Clairville"
"001",2022,"February","Auto Theft",49,"West Humber-Clairville"
"001",2022,"February","Break and Enter",13,"West Humber-Clairville"
"001",2022,"February","Robbery",5,"West Humber-Clairville"
"001",2022,"February","Theft Over",2,"West Humber-Clairville"
"001",2022,"March","Assault",39,"West Humber-Clairville"
"001",2022,"March","Auto Theft",67,"West Humber-Clairville"
"001",2022,"March","Break and Enter",10,"West Humber-Clairville"
"001",2022,"March","Robbery",9,"West Humber-Clairville"
"001",2022,"March","Theft Over",5,"West Humber-Clairville"
"001",2022,"April","Assault",22,"West Humber-Clairville"
"001",2022,"April","Auto Theft",64,"West Humber-Clairville"
"001",2022,"April","Break and Enter",9,"West Humber-Clairville"
"001",2022,"April","Robbery",5,"West Humber-Clairville"
"001",2022,"April","Theft Over",2,"West Humber-Clairville"
"001",2022,"May","Assault",20,"West Humber-Clairville"
"001",2022,"May","Auto Theft",59,"West Humber-Clairville"
"001",2022,"May","Break and Enter",8,"West Humber-Clairville"
"001",2022,"May","Robbery",6,"West Humber-Clairville"
"001",2022,"May","Theft Over",5,"West Humber-Clairville"
"001",2022,"June","Assault",13,"West Humber-Clairville"
"001",2022,"June","Auto Theft",51,"West Humber-Clairville"
"001",2022,"June","Break and Enter",10,"West Humber-Clairville"
"001",2022,"June","Robbery",2,"West Humber-Clairville"
"001",2022,"June","Theft Over",7,"West Humber-Clairville"
"001",2022,"July","Assault",19,"West Humber-Clairville"
"001",2022,"July","Auto Theft",62,"West Humber-Clairville"
"001",2022,"July","Break and Enter",12,"West Humber-Clairville"
"001",2022,"July","Robbery",11,"West Humber-Clairville"
"001",2022,"July","Theft Over",7,"West Humber-Clairville"
"001",2022,"August","Assault",24,"West Humber-Clairville"
"001",2022,"August","Auto Theft",61,"West Humber-Clairville"
"001",2022,"August","Break and Enter",15,"West Humber-Clairville"
"001",2022,"August","Robbery",7,"West Humber-Clairville"
"001",2022,"August","Theft Over",5,"West Humber-Clairville"
"001",2022,"September","Assault",20,"West Humber-Clairville"
"001",2022,"September","Auto Theft",79,"West Humber-Clairville"
"001",2022,"September","Break and Enter",9,"West Humber-Clairville"
"001",2022,"September","Robbery",4,"West Humber-Clairville"
"001",2022,"September","Theft Over",6,"West Humber-Clairville"
"001",2022,"October","Assault",21,"West Humber-Clairville"
"001",2022,"October","Auto Theft",81,"West Humber-Clairville"
"001",2022,"October","Break and Enter",18,"West Humber-Clairville"
"001",2022,"October","Robbery",2,"West Humber-Clairville"
"001",2022,"October","Theft Over",3,"West Humber-Clairville"
"001",2022,"November","Assault",21,"West Humber-Clairville"
"001",2022,"November","Auto Theft",74,"West Humber-Clairville"
"001",2022,"November","Break and Enter",6,"West Humber-Clairville"
"001",2022,"November","Robbery",6,"West Humber-Clairville"
"001",2022,"November","Theft Over",3,"West Humber-Clairville"
"001",2022,"December","Assault",27,"West Humber-Clairville"
"001",2022,"December","Auto Theft",79,"West Humber-Clairville"
"001",2022,"December","Break and Enter",15,"West Humber-Clairville"
"001",2022,"December","Robbery",7,"West Humber-Clairville"
"001",2022,"December","Theft Over",10,"West Humber-Clairville"
"001",2023,"January","Assault",22,"West Humber-Clairville"
"001",2023,"January","Auto Theft",107,"West Humber-Clairville"
"001",2023,"January","Break and Enter",14,"West Humber-Clairville"
"001",2023,"January","Robbery",6,"West Humber-Clairville"
"001",2023,"January","Theft Over",7,"West Humber-Clairville"
"001",2023,"February","Assault",15,"West Humber-Clairville"
"001",2023,"February","Auto Theft",75,"West Humber-Clairville"
"001",2023,"February","Break and Enter",15,"West Humber-Clairville"
"001",2023,"February","Robbery",16,"West Humber-Clairville"
"001",2023,"February","Theft Over",8,"West Humber-Clairville"
"001",2023,"March","Assault",18,"West Humber-Clairville"
"001",2023,"March","Auto Theft",90,"West Humber-Clairville"
"001",2023,"March","Break and Enter",12,"West Humber-Clairville"
"001",2023,"March","Robbery",3,"West Humber-Clairville"
"001",2023,"March","Theft Over",3,"West Humber-Clairville"
"001",2023,"April","Assault",20,"West Humber-Clairville"
"001",2023,"April","Auto Theft",85,"West Humber-Clairville"
"001",2023,"April","Break and Enter",12,"West Humber-Clairville"
"001",2023,"April","Robbery",5,"West Humber-Clairville"
"001",2023,"April","Theft Over",4,"West Humber-Clairville"
"001",2023,"May","Assault",32,"West Humber-Clairville"
"001",2023,"May","Auto Theft",65,"West Humber-Clairville"
"001",2023,"May","Break and Enter",16,"West Humber-Clairville"
"001",2023,"May","Robbery",3,"West Humber-Clairville"
"001",2023,"May","Theft Over",5,"West Humber-Clairville"
"001",2023,"June","Assault",27,"West Humber-Clairville"
"001",2023,"June","Auto Theft",88,"West Humber-Clairville"
"001",2023,"June","Break and Enter",22,"West Humber-Clairville"
"001",2023,"June","Robbery",5,"West Humber-Clairville"
"001",2023,"June","Theft Over",5,"West Humber-Clairville"
"001",2023,"July","Assault",28,"West Humber-Clairville"
"001",2023,"July","Auto Theft",60,"West Humber-Clairville"
"001",2023,"July","Break and Enter",25,"West Humber-Clairville"
"001",2023,"July","Robbery",9,"West Humber-Clairville"
"001",2023,"July","Theft Over",6,"West Humber-Clairville"
"001",2023,"August","Assault",30,"West Humber-Clairville"
"001",2023,"August","Auto Theft",48,"West Humber-Clairville"
"001",2023,"August","Break and Enter",30,"West Humber-Clairville"
"001",2023,"August","Robbery",11,"West Humber-Clairville"
"001",2023,"August","Theft Over",10,"West Humber-Clairville"
"001",2023,"September","Assault",39,"West Humber-Clairville"
"001",2023,"September","Auto Theft",50,"West Humber-Clairville"
"001",2023,"September","Break and Enter",17,"West Humber-Clairville"
"001",2023,"September","Robbery",5,"West Humber-Clairville"
"001",2023,"September","Theft Over",4,"West Humber-Clairville"
"001",2023,"October","Assault",28,"West Humber-Clairville"
"001",2023,"October","Auto Theft",71,"West Humber-Clairville"
"001",2023,"October","Break and Enter",9,"West Humber-Clairville"
"001",2023,"October","Robbery",9,"West Humber-Clairville"
"001",2023,"October","Theft Over",9,"West Humber-Clairville"
"001",2023,"November","Assault",33,"West Humber-Clairville"
"001",2023,"November","Auto Theft",46,"West Humber-Clairville"
"001",2023,"November","Break and Enter",14,"West Humber-Clairville"
"001",2023,"November","Robbery",1,"West Humber-Clairville"
"001",2023,"November","Theft Over",3,"West Humber-Clairville"
"001",2023,"December","Assault",35,"West Humber-Clairville"
"001",2023,"December","Auto Theft",46,"West Humber-Clairville"
"001",2023,"December","Break and Enter",28,"West Humber-Clairville"
"001",2023,"December","Robbery",4,"West Humber-Clairville"
"001",2023,"December","Theft Over",13,"West Humber-Clairville"
"001",2024,"January","Assault",22,"West Humber-Clairville"
"001",2024,"January","Auto Theft",69,"West Humber-Clairville"
"001",2024,"January","Break and Enter",26,"West Humber-Clairville"
"001",2024,"January","Robbery",6,"West Humber-Clairville"
"001",2024,"January","Theft Over",4,"West Humber-Clairville"
"001",2024,"February","Assault",28,"West Humber-Clairville"
"001",2024,"February","Auto Theft",64,"West Humber-Clairville"
"001",2024,"February","Break and Enter",19,"West Humber-Clairville"
"001",2024,"February","Robbery",4,"West Humber-Clairville"
"001",2024,"February","Theft Over",4,"West Humber-Clairville"
"001",2024,"March","Assault",32,"West Humber-Clairville"
"001",2024,"March","Auto Theft",42,"West Humber-Clairville"
"001",2024,"March","Break and Enter",10,"West Humber-Clairville"
"001",2024,"March","Robbery",5,"West Humber-Clairville"
"001",2024,"March","Theft Over",6,"West Humber-Clairville"
"001",2024,"April","Assault",38,"West Humber-Clairville"
"001",2024,"April","Auto Theft",53,"West Humber-Clairville"
"001",2024,"April","Break and Enter",8,"West Humber-Clairville"
"001",2024,"April","Robbery",5,"West Humber-Clairville"
"001",2024,"April","Theft Over",6,"West Humber-Clairville"
"001",2024,"May","Assault",29,"West Humber-Clairville"
"001",2024,"May","Auto Theft",57,"West Humber-Clairville"
"001",2024,"May","Break and Enter",19,"West Humber-Clairville"
"001",2024,"May","Robbery",6,"West Humber-Clairville"
"001",2024,"May","Theft Over",9,"West Humber-Clairville"
"001",2024,"June","Assault",29,"West Humber-Clairville"
"001",2024,"June","Auto Theft",44,"West Humber-Clairville"
"001",2024,"June","Break and Enter",16,"West Humber-Clairville"
"001",2024,"June","Robbery",1,"West Humber-Clairville"
"001",2024,"June","Theft Over",7,"West Humber-Clairville"
"001",2024,"July","Assault",28,"West Humber-Clairville"
"001",2024,"July","Auto Theft",54,"West Humber-Clairville"
"001",2024,"July","Break and Enter",13,"West Humber-Clairville"
"001",2024,"July","Robbery",7,"West Humber-Clairville"
"001",2024,"July","Theft Over",8,"West Humber-Clairville"
"001",2024,"August","Assault",23,"West Humber-Clairville"
"001",2024,"August","Auto Theft",59,"West Humber-Clairville"
"001",2024,"August","Break and Enter",13,"West Humber-Clairville"
"001",2024,"August","Robbery",4,"West Humber-Clairville"
"001",2024,"August","Theft Over",4,"West Humber-Clairville"
"001",2024,"September","Assault",30,"West Humber-Clairville"
"001",2024,"September","Auto Theft",66,"West Humber-Clairville"
"001",2024,"September","Break and Enter",10,"West Humber-Clairville"
"001",2024,"September","Robbery",5,"West Humber-Clairville"
"001",2024,"September","Theft Over",8,"West Humber-Clairville"
"001",2024,"October","Assault",20,"West Humber-Clairville"
"001",2024,"October","Auto Theft",42,"West Humber-Clairville"
"001",2024,"October","Break and Enter",7,"West Humber-Clairville"
"001",2024,"October","Robbery",4,"West Humber-Clairville"
"001",2024,"October","Theft Over",3,"West Humber-Clairville"
"001",2024,"November","Assault",28,"West Humber-Clairville"
"001",2024,"November","Auto Theft",71,"West Humber-Clairville"
"001",2024,"November","Break and Enter",6,"West Humber-Clairville"
"001",2024,"November","Robbery",9,"West Humber-Clairville"
"001",2024,"November","Theft Over",6,"West Humber-Clairville"
"001",2024,"December","Assault",30,"West Humber-Clairville"
"001",2024,"December","Auto Theft",44,"West Humber-Clairville"
"001",2024,"December","Break and Enter",8,"West Humber-Clairville"
"001",2024,"December","Robbery",7,"West Humber-Clairville"
"001",2024,"December","Theft Over",8,"West Humber-Clairville"
"001",2025,"January","Assault",25,"West Humber-Clairville"
"001",2025,"January","Auto Theft",80,"West Humber-Clairville"
"001",2025,"January","Break and Enter",9,"West Humber-Clairville"
"001",2025,"January","Robbery",16,"West Humber-Clairville"
"001",2025,"January","Theft Over",5,"West Humber-Clairville"
"001",2025,"February","Assault",28,"West Humber-Clairville"
"001",2025,"February","Auto Theft",45,"West Humber-Clairville"
"001",2025,"February","Break and Enter",12,"West Humber-Clairville"
"001",2025,"February","Robbery",1,"West Humber-Clairville"
"001",2025,"February","Theft Over",4,"West Humber-Clairville"
"001",2025,"March","Assault",23,"West Humber-Clairville"
"001",2025,"March","Auto Theft",54,"West Humber-Clairville"
"001",2025,"March","Break and Enter",10,"West Humber-Clairville"
"001",2025,"March","Robbery",6,"West Humber-Clairville"
"001",2025,"March","Theft Over",6,"West Humber-Clairville"
"001",2025,"April","Assault",17,"West Humber-Clairville"
"001",2025,"April","Auto Theft",33,"West Humber-Clairville"
"001",2025,"April","Break and Enter",11,"West Humber-Clairville"
"001",2025,"April","Robbery",4,"West Humber-Clairville"
"001",2025,"April","Theft Over",8,"West Humber-Clairville"
"001",2025,"May","Assault",21,"West Humber-Clairville"
"001",2025,"May","Auto Theft",47,"West Humber-Clairville"
"001",2025,"May","Break and Enter",11,"West Humber-Clairville"
"001",2025,"May","Robbery",1,"West Humber-Clairville"
"001",2025,"May","Theft Over",7,"West Humber-Clairville"
"001",2025,"June","Assault",36,"West Humber-Clairville"
"001",2025,"June","Auto Theft",26,"West Humber-Clairville"
"001",2025,"June","Break and Enter",6,"West Humber-Clairville"
"001",2025,"June","Robbery",3,"West Humber-Clairville"
"001",2025,"June","Theft Over",9,"West Humber-Clairville"
"001",2025,"July","Assault",33,"West Humber-Clairville"
"001",2025,"July","Auto Theft",29,"West Humber-Clairville"
"001",2025,"July","Break and Enter",14,"West Humber-Clairville"
"001",2025,"July","Robbery",4,"West Humber-Clairville"
"001",2025,"July","Theft Over",11,"West Humber-Clairville"
"001",2025,"August","Assault",33,"West Humber-Clairville"
"001",2025,"August","Auto Theft",22,"West Humber-Clairville"
"001",2025,"August","Break and Enter",16,"West Humber-Clairville"
"001",2025,"August","Robbery",11,"West Humber-Clairville"
"001",2025,"August","Theft Over",10,"West Humber-Clairville"
"001",2025,"September","Assault",27,"West Humber-Clairville"
"001",2025,"September","Auto Theft",34,"West Humber-Clairville"
"001",2025,"September","Break and Enter",2,"West Humber-Clairville"
"001",2025,"September","Robbery",5,"West Humber-Clairville"
"001",2025,"September","Theft Over",6,"West Humber-Clairville"
"001",2025,"October","Assault",32,"West Humber-Clairville"
"001",2025,"October","Auto Theft",33,"West Humber-Clairville"
"001",2025,"October","Break and Enter",10,"West Humber-Clairville"
"001",2025,"October","Robbery",5,"West Humber-Clairville"
"001",2025,"October","Theft Over",4,"West Humber-Clairville"
"001",2025,"November","Assault",20,"West Humber-Clairville"
"001",2025,"November","Auto Theft",45,"West Humber-Clairville"
"001",2025,"November","Break and Enter",13,"West Humber-Clairville"
"001",2025,"November","Robbery",1,"West Humber-Clairville"
"001",2025,"November","Theft Over",10,"West Humber-Clairville"
"001",2025,"December","Assault",25,"West Humber-Clairville"
"001",2025,"December","Auto Theft",37,"West Humber-Clairville"
"001",2025,"December","Break and Enter",13,"West Humber-Clairville"
"001",2025,"December","Theft Over",8,"West Humber-Clairville"
"002",2020,"January","Assault",18,"Mount Olive-Silverstone-Jamestown"
"002",2020,"January","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2020,"January","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"January","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"January","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"February","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2020,"February","Auto Theft",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"February","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"February","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"March","Assault",21,"Mount Olive-Silverstone-Jamestown"
"002",2020,"March","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2020,"March","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"April","Assault",5,"Mount Olive-Silverstone-Jamestown"
"002",2020,"April","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2020,"April","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"April","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"April","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"May","Assault",7,"Mount Olive-Silverstone-Jamestown"
"002",2020,"May","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2020,"May","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"June","Assault",13,"Mount Olive-Silverstone-Jamestown"
"002",2020,"June","Auto Theft",15,"Mount Olive-Silverstone-Jamestown"
"002",2020,"June","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"June","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"July","Assault",18,"Mount Olive-Silverstone-Jamestown"
"002",2020,"July","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2020,"July","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"July","Robbery",7,"Mount Olive-Silverstone-Jamestown"
"002",2020,"July","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"August","Assault",27,"Mount Olive-Silverstone-Jamestown"
"002",2020,"August","Auto Theft",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"August","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"August","Robbery",4,"Mount Olive-Silverstone-Jamestown"
"002",2020,"September","Assault",24,"Mount Olive-Silverstone-Jamestown"
"002",2020,"September","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2020,"September","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"September","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"September","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2020,"October","Assault",16,"Mount Olive-Silverstone-Jamestown"
"002",2020,"October","Auto Theft",9,"Mount Olive-Silverstone-Jamestown"
"002",2020,"October","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"October","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2020,"November","Assault",21,"Mount Olive-Silverstone-Jamestown"
"002",2020,"November","Auto Theft",4,"Mount Olive-Silverstone-Jamestown"
"002",2020,"November","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"November","Robbery",3,"Mount Olive-Silverstone-Jamestown"
"002",2020,"November","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2020,"December","Assault",9,"Mount Olive-Silverstone-Jamestown"
"002",2020,"December","Auto Theft",6,"Mount Olive-Silverstone-Jamestown"
"002",2020,"December","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"January","Assault",20,"Mount Olive-Silverstone-Jamestown"
"002",2021,"January","Auto Theft",4,"Mount Olive-Silverstone-Jamestown"
"002",2021,"February","Assault",8,"Mount Olive-Silverstone-Jamestown"
"002",2021,"February","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2021,"February","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"February","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2021,"March","Assault",17,"Mount Olive-Silverstone-Jamestown"
"002",2021,"March","Auto Theft",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"March","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2021,"April","Assault",11,"Mount Olive-Silverstone-Jamestown"
"002",2021,"April","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2021,"April","Break and Enter",3,"Mount Olive-Silverstone-Jamestown"
"002",2021,"April","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"May","Assault",18,"Mount Olive-Silverstone-Jamestown"
"002",2021,"May","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2021,"May","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"May","Robbery",13,"Mount Olive-Silverstone-Jamestown"
"002",2021,"June","Assault",12,"Mount Olive-Silverstone-Jamestown"
"002",2021,"June","Auto Theft",8,"Mount Olive-Silverstone-Jamestown"
"002",2021,"June","Break and Enter",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"June","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2021,"July","Assault",20,"Mount Olive-Silverstone-Jamestown"
"002",2021,"July","Auto Theft",7,"Mount Olive-Silverstone-Jamestown"
"002",2021,"July","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"July","Robbery",5,"Mount Olive-Silverstone-Jamestown"
"002",2021,"July","Theft Over",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"August","Assault",25,"Mount Olive-Silverstone-Jamestown"
"002",2021,"August","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2021,"August","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"September","Assault",19,"Mount Olive-Silverstone-Jamestown"
"002",2021,"September","Auto Theft",6,"Mount Olive-Silverstone-Jamestown"
"002",2021,"September","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"September","Robbery",1,"Mount Olive-Silverstone-Jamestown"
"002",2021,"October","Assault",20,"Mount Olive-Silverstone-Jamestown"
"002",2021,"October","Auto Theft",12,"Mount Olive-Silverstone-Jamestown"
"002",2021,"October","Break and Enter",4,"Mount Olive-Silverstone-Jamestown"
"002",2021,"October","Robbery",6,"Mount Olive-Silverstone-Jamestown"
"002",2021,"November","Assault",19,"Mount Olive-Silverstone-Jamestown"
"002",2021,"November","Auto Theft",5,"Mount Olive-Silverstone-Jamestown"
"002",2021,"November","Break and Enter",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"November","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"December","Assault",33,"Mount Olive-Silverstone-Jamestown"
"002",2021,"December","Auto Theft",4,"Mount Olive-Silverstone-Jamestown"
"002",2021,"December","Robbery",2,"Mount Olive-Silverstone-Jamestown"
"002",2021,"December","Theft Over",1,"Mount Olive-Silverstone-Jamestown"
"002",2022,"January","Assault",18,"Mount Olive-Silverstone-Jamestown"
