"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name","TSNS.DESIGNATION"
"044",2021,"Break and Enter",9,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2021,"Robbery",4,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2021,"Theft Over",2,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2022,"Assault",139,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2022,"Auto Theft",21,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2022,"Break and Enter",22,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2022,"Robbery",13,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2022,"Theft Over",1,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2023,"Assault",161,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2023,"Auto Theft",39,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2023,"Break and Enter",25,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2023,"Robbery",12,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2023,"Theft Over",5,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2024,"Assault",148,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2024,"Auto Theft",52,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2024,"Break and Enter",18,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2024,"Robbery",6,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2024,"Theft Over",10,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2025,"Assault",140,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2025,"Auto Theft",62,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2025,"Break and Enter",16,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2025,"Robbery",10,"Flemingdon Park","Neighbourhood Improvement Area"
"044",2025,"Theft Over",7,"Flemingdon Park","Neighbourhood Improvement Area"
"046",2014,"Assault",32,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2014,"Auto Theft",11,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2014,"Break and Enter",17,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2014,"Robbery",6,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2014,"Theft Over",3,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2015,"Assault",43,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2015,"Auto Theft",6,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2015,"Break and Enter",18,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2015,"Robbery",16,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2015,"Theft Over",6,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2016,"Assault",52,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2016,"Auto Theft",8,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2016,"Break and Enter",32,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2016,"Robbery",13,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2016,"Theft Over",2,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2017,"Assault",45,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2017,"Auto Theft",17,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2017,"Break and Enter",11,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2017,"Robbery",5,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2017,"Theft Over",5,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2018,"Assault",43,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2018,"Auto Theft",13,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2018,"Break and Enter",33,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2018,"Robbery",9,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2018,"Theft Over",5,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2019,"Assault",44,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2019,"Auto Theft",24,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2019,"Break and Enter",12,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2019,"Robbery",14,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2019,"Theft Over",4,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2020,"Assault",43,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2020,"Auto Theft",29,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2020,"Break and Enter",19,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2020,"Robbery",10,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2020,"Theft Over",7,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2021,"Assault",27,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2021,"Auto Theft",13,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2021,"Break and Enter",17,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2021,"Robbery",9,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2021,"Theft Over",5,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2022,"Assault",33,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2022,"Auto Theft",28,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2022,"Break and Enter",15,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2022,"Robbery",11,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2022,"Theft Over",4,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2023,"Assault",49,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2023,"Auto Theft",45,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2023,"Break and Enter",17,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2023,"Robbery",14,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2023,"Theft Over",4,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2024,"Assault",51,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2024,"Auto Theft",39,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2024,"Break and Enter",13,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2024,"Robbery",9,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2024,"Theft Over",2,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2025,"Assault",57,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2025,"Auto Theft",21,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2025,"Break and Enter",15,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2025,"Robbery",8,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"046",2025,"Theft Over",10,"Pleasant View","Not an NIA or Emerging Neighbourhood"
"047",2014,"Assault",112,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2014,"Auto Theft",49,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2014,"Break and Enter",80,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2014,"Robbery",48,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2014,"Theft Over",10,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2015,"Assault",136,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2015,"Auto Theft",30,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2015,"Break and Enter",48,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2015,"Robbery",33,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2015,"Theft Over",5,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2016,"Assault",141,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2016,"Auto Theft",28,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2016,"Break and Enter",65,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2016,"Robbery",26,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2016,"Theft Over",8,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2017,"Assault",131,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2017,"Auto Theft",34,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2017,"Break and Enter",33,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2017,"Robbery",19,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2017,"Theft Over",10,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2018,"Assault",130,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2018,"Auto Theft",29,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2018,"Break and Enter",58,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2018,"Robbery",35,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2018,"Theft Over",15,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2019,"Assault",142,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2019,"Auto Theft",21,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2019,"Break and Enter",35,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2019,"Robbery",33,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2019,"Theft Over",10,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2020,"Assault",100,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2020,"Auto Theft",37,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2020,"Break and Enter",29,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2020,"Robbery",23,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2020,"Theft Over",7,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2021,"Assault",135,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2021,"Auto Theft",36,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2021,"Break and Enter",30,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2021,"Robbery",17,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2021,"Theft Over",12,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2022,"Assault",115,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2022,"Auto Theft",70,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2022,"Break and Enter",31,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2022,"Robbery",29,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2022,"Theft Over",9,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2023,"Assault",164,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2023,"Auto Theft",165,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2023,"Break and Enter",46,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2023,"Robbery",28,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2023,"Theft Over",15,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2024,"Assault",169,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2024,"Auto Theft",141,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2024,"Break and Enter",49,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2024,"Robbery",38,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2024,"Theft Over",19,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2025,"Assault",159,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2025,"Auto Theft",64,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2025,"Break and Enter",28,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2025,"Robbery",32,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"047",2025,"Theft Over",13,"Don Valley Village","Not an NIA or Emerging Neighbourhood"
"048",2014,"Assault",73,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2014,"Auto Theft",13,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2014,"Break and Enter",35,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2014,"Robbery",20,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2014,"Theft Over",6,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2015,"Assault",59,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2015,"Auto Theft",10,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2015,"Break and Enter",48,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2015,"Robbery",8,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2015,"Theft Over",5,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2016,"Assault",43,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2016,"Auto Theft",22,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2016,"Break and Enter",34,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2016,"Robbery",16,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2016,"Theft Over",1,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2017,"Assault",60,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2017,"Auto Theft",19,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2017,"Break and Enter",31,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2017,"Robbery",25,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2017,"Theft Over",4,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2018,"Assault",72,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2018,"Auto Theft",25,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2018,"Break and Enter",42,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2018,"Robbery",19,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2018,"Theft Over",8,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2019,"Assault",73,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2019,"Auto Theft",27,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2019,"Break and Enter",35,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2019,"Robbery",18,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2019,"Theft Over",6,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2020,"Assault",56,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2020,"Auto Theft",24,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2020,"Break and Enter",18,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2020,"Robbery",14,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2020,"Theft Over",8,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2021,"Assault",42,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2021,"Auto Theft",42,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2021,"Break and Enter",22,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2021,"Robbery",10,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2021,"Theft Over",5,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2022,"Assault",44,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2022,"Auto Theft",15,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2022,"Break and Enter",29,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2022,"Robbery",32,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2022,"Theft Over",4,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2023,"Assault",72,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2023,"Auto Theft",72,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2023,"Break and Enter",40,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2023,"Robbery",13,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2023,"Theft Over",8,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2024,"Assault",58,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2024,"Auto Theft",54,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2024,"Break and Enter",36,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2024,"Robbery",28,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2024,"Theft Over",6,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2025,"Assault",80,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2025,"Auto Theft",21,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2025,"Break and Enter",36,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2025,"Robbery",30,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"048",2025,"Theft Over",14,"Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"049",2014,"Assault",36,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2014,"Auto Theft",17,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2014,"Break and Enter",22,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2014,"Robbery",7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2014,"Theft Over",3,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2015,"Assault",44,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2015,"Auto Theft",7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2015,"Break and Enter",34,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2015,"Robbery",1,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2015,"Theft Over",1,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2016,"Assault",37,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2016,"Auto Theft",18,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2016,"Break and Enter",33,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2016,"Theft Over",3,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2017,"Assault",35,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2017,"Auto Theft",21,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2017,"Break and Enter",39,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2017,"Robbery",6,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2017,"Theft Over",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2018,"Assault",42,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2018,"Auto Theft",7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2018,"Break and Enter",29,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2018,"Robbery",6,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2018,"Theft Over",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2019,"Assault",43,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2019,"Auto Theft",21,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2019,"Break and Enter",21,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2019,"Robbery",5,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2019,"Theft Over",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2020,"Assault",34,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2020,"Auto Theft",16,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2020,"Break and Enter",33,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2020,"Robbery",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2020,"Theft Over",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2021,"Assault",25,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2021,"Auto Theft",27,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2021,"Break and Enter",11,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2021,"Robbery",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2021,"Theft Over",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2022,"Assault",36,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2022,"Auto Theft",14,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2022,"Break and Enter",9,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2022,"Robbery",2,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2022,"Theft Over",3,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2023,"Assault",64,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2023,"Auto Theft",37,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2023,"Break and Enter",28,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2023,"Robbery",7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2023,"Theft Over",1,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2024,"Assault",39,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2024,"Auto Theft",23,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2024,"Break and Enter",52,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2024,"Robbery",4,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2024,"Theft Over",7,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2025,"Assault",40,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2025,"Auto Theft",20,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2025,"Break and Enter",31,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2025,"Robbery",8,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"049",2025,"Theft Over",4,"Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"050",2014,"Assault",81,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2014,"Auto Theft",15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2014,"Break and Enter",36,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2014,"Robbery",9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2014,"Theft Over",2,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2015,"Assault",81,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2015,"Auto Theft",9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2015,"Break and Enter",50,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2015,"Robbery",10,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2015,"Theft Over",7,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2016,"Assault",95,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2016,"Auto Theft",9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2016,"Break and Enter",41,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2016,"Robbery",14,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2016,"Theft Over",5,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2017,"Assault",93,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2017,"Auto Theft",15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2017,"Break and Enter",56,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2017,"Robbery",20,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2017,"Theft Over",9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2018,"Assault",89,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2018,"Auto Theft",14,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2018,"Break and Enter",64,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2018,"Robbery",10,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2018,"Theft Over",4,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2019,"Assault",86,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2019,"Auto Theft",33,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2019,"Break and Enter",53,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2019,"Robbery",11,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2019,"Theft Over",9,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2020,"Assault",66,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2020,"Auto Theft",44,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2020,"Break and Enter",40,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2020,"Robbery",15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2020,"Theft Over",11,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2021,"Assault",91,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2021,"Auto Theft",47,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2021,"Break and Enter",25,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2021,"Robbery",14,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2021,"Theft Over",8,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2022,"Assault",86,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2022,"Auto Theft",63,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2022,"Break and Enter",40,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2022,"Robbery",10,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2022,"Theft Over",10,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2023,"Assault",86,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2023,"Auto Theft",84,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2023,"Break and Enter",34,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2023,"Robbery",21,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"050",2023,"Theft Over",15,"Newtonbrook East","Not an NIA or Emerging Neighbourhood"
