"HOOD_158","year","CSI_CATEGORY","crime_count","neighbourhood_name","TSNS.DESIGNATION"
"106",2015,"Robbery",10,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2015,"Theft Over",3,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2016,"Assault",55,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2016,"Auto Theft",17,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2016,"Break and Enter",27,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2016,"Robbery",5,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2016,"Theft Over",5,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2017,"Assault",43,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2017,"Auto Theft",22,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2017,"Break and Enter",39,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2017,"Robbery",7,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2017,"Theft Over",5,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2018,"Assault",43,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2018,"Auto Theft",21,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2018,"Break and Enter",34,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2018,"Robbery",4,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2018,"Theft Over",7,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2019,"Assault",44,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2019,"Auto Theft",17,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2019,"Break and Enter",28,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2019,"Robbery",11,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2019,"Theft Over",3,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2020,"Assault",41,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2020,"Auto Theft",26,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2020,"Break and Enter",49,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2020,"Robbery",6,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2020,"Theft Over",7,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2021,"Assault",49,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2021,"Auto Theft",33,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2021,"Break and Enter",22,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2021,"Robbery",3,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2021,"Theft Over",1,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2022,"Assault",39,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2022,"Auto Theft",59,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2022,"Break and Enter",30,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2022,"Robbery",5,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2022,"Theft Over",2,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2023,"Assault",59,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2023,"Auto Theft",54,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2023,"Break and Enter",37,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2023,"Robbery",1,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2023,"Theft Over",3,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2024,"Assault",52,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2024,"Auto Theft",32,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2024,"Break and Enter",29,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2024,"Robbery",2,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2024,"Theft Over",8,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2025,"Assault",63,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2025,"Auto Theft",22,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2025,"Break and Enter",35,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2025,"Robbery",7,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"106",2025,"Theft Over",3,"Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"107",2014,"Assault",101,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2014,"Auto Theft",17,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2014,"Break and Enter",26,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2014,"Robbery",33,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2014,"Theft Over",2,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2015,"Assault",134,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2015,"Auto Theft",11,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2015,"Break and Enter",29,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2015,"Robbery",18,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2015,"Theft Over",3,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2016,"Assault",137,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2016,"Auto Theft",24,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2016,"Break and Enter",22,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2016,"Robbery",31,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2016,"Theft Over",1,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2017,"Assault",119,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2017,"Auto Theft",11,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2017,"Break and Enter",41,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2017,"Robbery",25,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2017,"Theft Over",5,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2018,"Assault",132,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2018,"Auto Theft",31,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2018,"Break and Enter",20,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2018,"Robbery",18,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2018,"Theft Over",2,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2019,"Assault",154,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2019,"Auto Theft",35,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2019,"Break and Enter",48,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2019,"Robbery",41,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2019,"Theft Over",2,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2020,"Assault",119,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2020,"Auto Theft",24,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2020,"Break and Enter",33,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2020,"Robbery",22,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2020,"Theft Over",5,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2021,"Assault",102,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2021,"Auto Theft",30,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2021,"Break and Enter",36,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2021,"Robbery",12,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2021,"Theft Over",6,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2022,"Assault",147,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2022,"Auto Theft",68,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2022,"Break and Enter",37,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2022,"Robbery",22,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2022,"Theft Over",5,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2023,"Assault",111,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2023,"Auto Theft",59,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2023,"Break and Enter",36,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2023,"Robbery",13,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2023,"Theft Over",3,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2024,"Assault",135,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2024,"Auto Theft",50,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2024,"Break and Enter",47,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2024,"Robbery",14,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2024,"Theft Over",9,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2025,"Assault",141,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2025,"Auto Theft",46,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2025,"Break and Enter",25,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2025,"Robbery",3,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"107",2025,"Theft Over",3,"Oakwood Village","Not an NIA or Emerging Neighbourhood"
"108",2014,"Assault",81,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2014,"Auto Theft",20,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2014,"Break and Enter",43,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2014,"Robbery",25,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2014,"Theft Over",9,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2015,"Assault",88,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2015,"Auto Theft",14,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2015,"Break and Enter",30,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2015,"Robbery",13,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2015,"Theft Over",3,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2016,"Assault",81,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2016,"Auto Theft",18,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2016,"Break and Enter",31,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2016,"Robbery",28,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2016,"Theft Over",5,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2017,"Assault",80,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2017,"Auto Theft",14,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2017,"Break and Enter",31,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2017,"Robbery",23,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2017,"Theft Over",3,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2018,"Assault",89,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2018,"Auto Theft",40,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2018,"Break and Enter",33,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2018,"Robbery",25,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2018,"Theft Over",4,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2019,"Assault",89,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2019,"Auto Theft",21,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2019,"Break and Enter",49,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2019,"Robbery",31,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2019,"Theft Over",6,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2020,"Assault",77,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2020,"Auto Theft",40,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2020,"Break and Enter",47,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2020,"Robbery",10,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2020,"Theft Over",8,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2021,"Assault",78,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2021,"Auto Theft",28,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2021,"Break and Enter",40,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2021,"Robbery",16,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2021,"Theft Over",3,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2022,"Assault",106,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2022,"Auto Theft",52,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2022,"Break and Enter",25,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2022,"Robbery",15,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2022,"Theft Over",7,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2023,"Assault",90,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2023,"Auto Theft",39,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2023,"Break and Enter",38,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2023,"Robbery",23,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2023,"Theft Over",8,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2024,"Assault",102,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2024,"Auto Theft",45,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2024,"Break and Enter",49,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2024,"Robbery",8,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2024,"Theft Over",13,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2025,"Assault",102,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2025,"Auto Theft",43,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2025,"Break and Enter",31,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2025,"Robbery",12,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"108",2025,"Theft Over",7,"Briar Hill-Belgravia","Not an NIA or Emerging Neighbourhood"
"109",2014,"Assault",53,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2014,"Auto Theft",7,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2014,"Break and Enter",27,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2014,"Robbery",11,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2014,"Theft Over",5,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2015,"Assault",55,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2015,"Auto Theft",4,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2015,"Break and Enter",17,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2015,"Robbery",9,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2015,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2016,"Assault",62,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2016,"Auto Theft",10,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2016,"Break and Enter",13,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2016,"Robbery",12,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2016,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2017,"Assault",67,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2017,"Auto Theft",7,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2017,"Break and Enter",10,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2017,"Robbery",9,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2017,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2018,"Assault",59,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2018,"Auto Theft",11,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2018,"Break and Enter",9,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2018,"Robbery",9,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2018,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2019,"Assault",67,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2019,"Auto Theft",8,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2019,"Break and Enter",9,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2019,"Robbery",15,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2019,"Theft Over",2,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2020,"Assault",52,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2020,"Auto Theft",8,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2020,"Break and Enter",10,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2020,"Robbery",7,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2020,"Theft Over",2,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2021,"Assault",67,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2021,"Auto Theft",8,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2021,"Break and Enter",11,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2021,"Robbery",2,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2021,"Theft Over",5,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2022,"Assault",57,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2022,"Auto Theft",25,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2022,"Break and Enter",6,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2022,"Robbery",4,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2022,"Theft Over",2,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2023,"Assault",63,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2023,"Auto Theft",35,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2023,"Break and Enter",13,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2023,"Robbery",3,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2023,"Theft Over",3,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2024,"Assault",47,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2024,"Auto Theft",34,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2024,"Break and Enter",10,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2024,"Robbery",5,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2024,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2025,"Assault",57,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2025,"Auto Theft",30,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2025,"Break and Enter",13,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2025,"Robbery",8,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"109",2025,"Theft Over",1,"Caledonia-Fairbank","Not an NIA or Emerging Neighbourhood"
"110",2014,"Assault",69,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2014,"Auto Theft",19,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2014,"Break and Enter",23,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2014,"Robbery",30,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2014,"Theft Over",1,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2015,"Assault",56,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2015,"Auto Theft",16,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2015,"Break and Enter",20,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2015,"Robbery",19,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2015,"Theft Over",2,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2016,"Assault",51,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2016,"Auto Theft",15,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2016,"Break and Enter",14,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2016,"Robbery",16,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2017,"Assault",62,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2017,"Auto Theft",29,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2017,"Break and Enter",14,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2017,"Robbery",22,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2017,"Theft Over",4,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2018,"Assault",78,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2018,"Auto Theft",27,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2018,"Break and Enter",34,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2018,"Robbery",20,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2018,"Theft Over",4,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2019,"Assault",60,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2019,"Auto Theft",31,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2019,"Break and Enter",15,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2019,"Robbery",11,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2019,"Theft Over",7,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2020,"Assault",77,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2020,"Auto Theft",24,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2020,"Break and Enter",23,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2020,"Robbery",11,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2020,"Theft Over",3,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2021,"Assault",78,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2021,"Auto Theft",23,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2021,"Break and Enter",27,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2021,"Robbery",7,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2021,"Theft Over",1,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2022,"Assault",94,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2022,"Auto Theft",29,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2022,"Break and Enter",17,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2022,"Robbery",10,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2023,"Assault",103,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2023,"Auto Theft",36,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2023,"Break and Enter",29,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2023,"Robbery",25,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2023,"Theft Over",2,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2024,"Assault",94,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2024,"Auto Theft",24,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2024,"Break and Enter",14,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2024,"Robbery",10,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2024,"Theft Over",4,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2025,"Assault",41,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2025,"Auto Theft",23,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2025,"Break and Enter",14,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2025,"Robbery",9,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"110",2025,"Theft Over",3,"Keelesdale-Eglinton West","Neighbourhood Improvement Area"
"111",2014,"Assault",134,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2014,"Auto Theft",47,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2014,"Break and Enter",37,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2014,"Robbery",38,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2014,"Theft Over",6,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2015,"Assault",139,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2015,"Auto Theft",42,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2015,"Break and Enter",39,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2015,"Robbery",37,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
"111",2015,"Theft Over",3,"Rockcliffe-Smythe","Neighbourhood Improvement Area"
